,State,Year,Quarter,District,RegisteredUser
6590,meghalaya,2018,3,west garo hills district,7529
6591,meghalaya,2018,3,south garo hills district,821
6592,meghalaya,2018,3,east jaintia hills district,2886
6593,meghalaya,2018,3,south west garo hills district,810
6594,meghalaya,2018,3,east khasi hills district,17543
6595,meghalaya,2018,3,east garo hills district,694
6596,meghalaya,2018,3,ribhoi district,3889
6597,meghalaya,2018,3,west jaintia hills district,1465
6598,meghalaya,2018,3,west khasi hills district,730
6599,meghalaya,2018,2,north garo hills district,445
6600,meghalaya,2018,2,south west khasi hills district,110
6601,meghalaya,2018,2,west garo hills district,5289
6602,meghalaya,2018,2,south garo hills district,530
6603,meghalaya,2018,2,east jaintia hills district,2051
6604,meghalaya,2018,2,south west garo hills district,485
6605,meghalaya,2018,2,east khasi hills district,12907
6606,meghalaya,2018,2,east garo hills district,437
6607,meghalaya,2018,2,ribhoi district,2869
6608,meghalaya,2018,2,west jaintia hills district,1023
6609,meghalaya,2018,2,west khasi hills district,472
6610,meghalaya,2018,1,north garo hills district,254
6611,meghalaya,2018,1,south west khasi hills district,55
6612,meghalaya,2018,1,west garo hills district,3671
6613,meghalaya,2018,1,south garo hills district,343
6614,meghalaya,2018,1,east jaintia hills district,1419
6615,meghalaya,2018,1,south west garo hills district,299
6616,meghalaya,2018,1,east khasi hills district,9310
6617,meghalaya,2018,1,east garo hills district,236
6618,meghalaya,2018,1,ribhoi district,1891
6619,meghalaya,2018,1,west jaintia hills district,736
6620,meghalaya,2018,1,west khasi hills district,299
6621,meghalaya,2018,4,north garo hills district,1092
6622,meghalaya,2018,4,south west khasi hills district,253
6623,meghalaya,2018,4,west garo hills district,10445
6624,meghalaya,2018,4,south garo hills district,1057
6625,meghalaya,2018,4,east jaintia hills district,3735
6626,meghalaya,2018,4,south west garo hills district,1115
6627,meghalaya,2018,4,east khasi hills district,22845
6628,meghalaya,2018,4,east garo hills district,1067
6629,meghalaya,2018,4,ribhoi district,5207
6630,meghalaya,2018,4,west jaintia hills district,1861
6631,meghalaya,2018,4,west khasi hills district,957
6632,meghalaya,2021,3,north garo hills district,7584
6633,meghalaya,2021,3,south west khasi hills district,1802
6634,meghalaya,2021,3,west garo hills district,47869
6635,meghalaya,2021,3,south garo hills district,6442
6636,meghalaya,2021,3,east jaintia hills district,15847
6637,meghalaya,2021,3,south west garo hills district,7531
6638,meghalaya,2021,3,east khasi hills district,90505
6639,meghalaya,2021,3,east garo hills district,7389
6640,meghalaya,2021,3,ribhoi district,21875
6641,meghalaya,2021,3,west jaintia hills district,10337
6642,meghalaya,2021,3,west khasi hills district,5884
6643,meghalaya,2021,2,north garo hills district,6951
6644,meghalaya,2021,2,south west khasi hills district,1616
6645,meghalaya,2021,2,west garo hills district,44151
6646,meghalaya,2021,2,south garo hills district,5922
6647,meghalaya,2021,2,east jaintia hills district,14530
6648,meghalaya,2021,2,south west garo hills district,6835
6649,meghalaya,2021,2,east khasi hills district,84124
6650,meghalaya,2021,2,east garo hills district,6754
6651,meghalaya,2021,2,ribhoi district,20098
6652,meghalaya,2021,2,west jaintia hills district,9409
6653,meghalaya,2021,2,west khasi hills district,5296
6654,meghalaya,2021,1,north garo hills district,6392
6655,meghalaya,2021,1,south west khasi hills district,1479
6656,meghalaya,2021,1,west garo hills district,40993
6657,meghalaya,2021,1,south garo hills district,5439
6658,meghalaya,2021,1,east jaintia hills district,13460
6659,meghalaya,2021,1,south west garo hills district,6276
6660,meghalaya,2021,1,east khasi hills district,78429
6661,meghalaya,2021,1,east garo hills district,6237
6662,meghalaya,2021,1,ribhoi district,18641
6663,meghalaya,2021,1,west jaintia hills district,8665
6664,meghalaya,2021,1,west khasi hills district,4858
6665,meghalaya,2021,4,north garo hills district,8212
6666,meghalaya,2021,4,south west khasi hills district,1986
6667,meghalaya,2021,4,west garo hills district,51617
6668,meghalaya,2021,4,south garo hills district,7005
6669,meghalaya,2021,4,east jaintia hills district,17115
6670,meghalaya,2021,4,south west garo hills district,8197
6671,meghalaya,2021,4,east khasi hills district,96942
6672,meghalaya,2021,4,east garo hills district,8015
6673,meghalaya,2021,4,ribhoi district,23562
6674,meghalaya,2021,4,west jaintia hills district,11189
6675,meghalaya,2021,4,west khasi hills district,6428
6676,meghalaya,2022,3,north garo hills district,9773
6677,meghalaya,2022,3,south west khasi hills district,2308
6678,meghalaya,2022,3,west garo hills district,61273
6679,meghalaya,2022,3,south garo hills district,8265
6680,meghalaya,2022,3,east jaintia hills district,20320
6681,meghalaya,2022,3,south west garo hills district,9735
6682,meghalaya,2022,3,east khasi hills district,113816
6683,meghalaya,2022,3,east garo hills district,9484
6684,meghalaya,2022,3,ribhoi district,27844
6685,meghalaya,2022,3,west jaintia hills district,13176
6686,meghalaya,2022,3,west khasi hills district,7493
6687,meghalaya,2022,2,north garo hills district,9312
6688,meghalaya,2022,2,south west khasi hills district,2239
6689,meghalaya,2022,2,west garo hills district,58178
6690,meghalaya,2022,2,south garo hills district,7922
6691,meghalaya,2022,2,east jaintia hills district,19314
6692,meghalaya,2022,2,south west garo hills district,9266
6693,meghalaya,2022,2,east khasi hills district,108330
6694,meghalaya,2022,2,east garo hills district,9052
6695,meghalaya,2022,2,ribhoi district,26541
6696,meghalaya,2022,2,west jaintia hills district,12593
6697,meghalaya,2022,2,west khasi hills district,7196
6698,meghalaya,2022,1,north garo hills district,8795
6699,meghalaya,2022,1,south west khasi hills district,2130
6700,meghalaya,2022,1,west garo hills district,55028
6701,meghalaya,2022,1,south garo hills district,7508
6702,meghalaya,2022,1,east jaintia hills district,18301
6703,meghalaya,2022,1,south west garo hills district,8758
6704,meghalaya,2022,1,east khasi hills district,102838
6705,meghalaya,2022,1,east garo hills district,8578
6706,meghalaya,2022,1,ribhoi district,25112
6707,meghalaya,2022,1,west jaintia hills district,11952
6708,meghalaya,2022,1,west khasi hills district,6839
6709,meghalaya,2022,4,north garo hills district,10145
6710,meghalaya,2022,4,south west khasi hills district,2366
6711,meghalaya,2022,4,west garo hills district,63792
6712,meghalaya,2022,4,south garo hills district,8553
6713,meghalaya,2022,4,east jaintia hills district,21201
6714,meghalaya,2022,4,south west garo hills district,10062
6715,meghalaya,2022,4,east khasi hills district,118978
6716,meghalaya,2022,4,east garo hills district,9846
6717,meghalaya,2022,4,ribhoi district,29041
6718,meghalaya,2022,4,west jaintia hills district,13633
6719,meghalaya,2022,4,west khasi hills district,7705
6720,odisha,2019,3,rayagada district,81196
6721,odisha,2019,3,koraput district,90678
6722,odisha,2019,3,malkangiri district,25857
6723,odisha,2019,3,sambalpur district,149742
6724,odisha,2019,3,kalahandi district,112424
6725,odisha,2019,3,anugul district,187022
6726,odisha,2019,3,ganjam district,414068
6727,odisha,2019,3,jajapur district,290776
6728,odisha,2019,3,bargarh district,119622
6729,odisha,2019,3,dhenkanal district,150597
6730,odisha,2019,3,bhadrak district,208757
6731,odisha,2019,3,nuapada district,34914
6732,odisha,2019,3,kendujhar district,208218
6733,odisha,2019,3,mayurbhanj district,176327
6734,odisha,2019,3,jharsuguda district,106457
6735,odisha,2019,3,kandhamal district,41900
6736,odisha,2019,3,deogarh district,19720
6737,odisha,2019,3,sundargarh district,253356
6738,odisha,2019,3,jagatsinghapur district,171851
6739,odisha,2019,3,balangir district,130092
6740,odisha,2019,3,baleshwar district,329289
6741,odisha,2019,3,puri district,247141
6742,odisha,2019,3,sonepur district,56059
6743,odisha,2019,3,khordha district,916565
6744,odisha,2019,3,boudh district,33031
6745,odisha,2019,3,gajapati district,38597
6746,odisha,2019,3,nayagarh district,118109
6747,odisha,2019,3,nabarangpur district,41265
6748,odisha,2019,3,kendrapara district,160728
6749,odisha,2019,3,cuttack district,472851
6750,odisha,2019,2,rayagada district,72305
6751,odisha,2019,2,koraput district,81022
6752,odisha,2019,2,malkangiri district,22415
6753,odisha,2019,2,sambalpur district,135529
6754,odisha,2019,2,kalahandi district,101439
6755,odisha,2019,2,anugul district,169261
6756,odisha,2019,2,ganjam district,373530
6757,odisha,2019,2,jajapur district,260311
6758,odisha,2019,2,bargarh district,108642
6759,odisha,2019,2,dhenkanal district,137527
6760,odisha,2019,2,bhadrak district,187084
6761,odisha,2019,2,nuapada district,31028
6762,odisha,2019,2,kendujhar district,188657
6763,odisha,2019,2,mayurbhanj district,160372
6764,odisha,2019,2,jharsuguda district,96854
6765,odisha,2019,2,kandhamal district,37163
6766,odisha,2019,2,deogarh district,18095
6767,odisha,2019,2,sundargarh district,226776
6768,odisha,2019,2,jagatsinghapur district,153830
6769,odisha,2019,2,balangir district,117914
6770,odisha,2019,2,baleshwar district,299757
6771,odisha,2019,2,puri district,217206
6772,odisha,2019,2,sonepur district,51948
6773,odisha,2019,2,khordha district,826007
6774,odisha,2019,2,boudh district,30269
6775,odisha,2019,2,gajapati district,34063
6776,odisha,2019,2,nayagarh district,106745
6777,odisha,2019,2,nabarangpur district,37091
6778,odisha,2019,2,kendrapara district,144710
6779,odisha,2019,2,cuttack district,417809
6780,odisha,2019,1,rayagada district,62764
6781,odisha,2019,1,koraput district,70168
6782,odisha,2019,1,malkangiri district,18853
6783,odisha,2019,1,sambalpur district,120726
6784,odisha,2019,1,kalahandi district,88614
6785,odisha,2019,1,anugul district,150627
6786,odisha,2019,1,ganjam district,332190
6787,odisha,2019,1,jajapur district,236643
6788,odisha,2019,1,bargarh district,95811
6789,odisha,2019,1,dhenkanal district,123780
6790,odisha,2019,1,bhadrak district,166600
6791,odisha,2019,1,nuapada district,26448
6792,odisha,2019,1,kendujhar district,167750
6793,odisha,2019,1,mayurbhanj district,141789
6794,odisha,2019,1,jharsuguda district,86772
6795,odisha,2019,1,kandhamal district,32425
6796,odisha,2019,1,deogarh district,15760
6797,odisha,2019,1,sundargarh district,198716
6798,odisha,2019,1,jagatsinghapur district,138170
6799,odisha,2019,1,balangir district,103334
6800,odisha,2019,1,baleshwar district,271095
6801,odisha,2019,1,puri district,195690
6802,odisha,2019,1,sonepur district,46710
6803,odisha,2019,1,khordha district,745457
6804,odisha,2019,1,boudh district,27059
6805,odisha,2019,1,gajapati district,29177
6806,odisha,2019,1,nayagarh district,95412
6807,odisha,2019,1,nabarangpur district,31360
6808,odisha,2019,1,kendrapara district,128331
6809,odisha,2019,1,cuttack district,372513
6810,odisha,2019,4,rayagada district,92855
6811,odisha,2019,4,koraput district,102837
6812,odisha,2019,4,malkangiri district,31023
6813,odisha,2019,4,sambalpur district,168622
6814,odisha,2019,4,kalahandi district,129224
6815,odisha,2019,4,anugul district,211167
6816,odisha,2019,4,ganjam district,469522
6817,odisha,2019,4,jajapur district,332074
6818,odisha,2019,4,bargarh district,136729
6819,odisha,2019,4,dhenkanal district,170565
6820,odisha,2019,4,bhadrak district,243586
6821,odisha,2019,4,nuapada district,40688
6822,odisha,2019,4,kendujhar district,234041
6823,odisha,2019,4,mayurbhanj district,203618
6824,odisha,2019,4,jharsuguda district,117987
6825,odisha,2019,4,kandhamal district,48304
6826,odisha,2019,4,deogarh district,22648
6827,odisha,2019,4,sundargarh district,284913
6828,odisha,2019,4,jagatsinghapur district,197964
6829,odisha,2019,4,balangir district,148963
6830,odisha,2019,4,baleshwar district,377976
6831,odisha,2019,4,puri district,285955
6832,odisha,2019,4,sonepur district,62975
6833,odisha,2019,4,khordha district,1014134
6834,odisha,2019,4,boudh district,37879
6835,odisha,2019,4,gajapati district,44569
6836,odisha,2019,4,nayagarh district,135006
6837,odisha,2019,4,nabarangpur district,48075
6838,odisha,2019,4,kendrapara district,186668
6839,odisha,2019,4,cuttack district,534970
6840,odisha,2020,3,rayagada district,126410
6841,odisha,2020,3,koraput district,141282
6842,odisha,2020,3,malkangiri district,47520
6843,odisha,2020,3,sambalpur district,219120
6844,odisha,2020,3,kalahandi district,178315
6845,odisha,2020,3,anugul district,270460
6846,odisha,2020,3,ganjam district,611699
6847,odisha,2020,3,jajapur district,417525
6848,odisha,2020,3,bargarh district,184711
6849,odisha,2020,3,dhenkanal district,218003
6850,odisha,2020,3,bhadrak district,314312
6851,odisha,2020,3,nuapada district,59403
6852,odisha,2020,3,kendujhar district,302384
6853,odisha,2020,3,mayurbhanj district,270844
6854,odisha,2020,3,jharsuguda district,152813
6855,odisha,2020,3,kandhamal district,69124
6856,odisha,2020,3,deogarh district,31745
6857,odisha,2020,3,sundargarh district,381666
6858,odisha,2020,3,jagatsinghapur district,257975
6859,odisha,2020,3,balangir district,201628
6860,odisha,2020,3,baleshwar district,481741
6861,odisha,2020,3,puri district,369877
6862,odisha,2020,3,sonepur district,81435
6863,odisha,2020,3,khordha district,1232760
6864,odisha,2020,3,boudh district,49769
6865,odisha,2020,3,gajapati district,62087
6866,odisha,2020,3,nayagarh district,170588
6867,odisha,2020,3,nabarangpur district,70877
6868,odisha,2020,3,kendrapara district,249580
6869,odisha,2020,3,cuttack district,676102
6870,odisha,2020,2,rayagada district,114240
6871,odisha,2020,2,koraput district,126636
6872,odisha,2020,2,malkangiri district,41696
6873,odisha,2020,2,sambalpur district,201035
6874,odisha,2020,2,kalahandi district,160811
6875,odisha,2020,2,anugul district,248700
6876,odisha,2020,2,ganjam district,560047
6877,odisha,2020,2,jajapur district,387797
6878,odisha,2020,2,bargarh district,167531
6879,odisha,2020,2,dhenkanal district,200973
6880,odisha,2020,2,bhadrak district,289015
6881,odisha,2020,2,nuapada district,53151
6882,odisha,2020,2,kendujhar district,277734
6883,odisha,2020,2,mayurbhanj district,247446
6884,odisha,2020,2,jharsuguda district,140220
6885,odisha,2020,2,kandhamal district,61330
6886,odisha,2020,2,deogarh district,28252
6887,odisha,2020,2,sundargarh district,346937
6888,odisha,2020,2,jagatsinghapur district,236758
6889,odisha,2020,2,balangir district,183430
6890,odisha,2020,2,baleshwar district,445299
6891,odisha,2020,2,puri district,338770
6892,odisha,2020,2,sonepur district,75331
6893,odisha,2020,2,khordha district,1152010
6894,odisha,2020,2,boudh district,45662
6895,odisha,2020,2,gajapati district,55642
6896,odisha,2020,2,nayagarh district,157747
6897,odisha,2020,2,nabarangpur district,62742
6898,odisha,2020,2,kendrapara district,226451
6899,odisha,2020,2,cuttack district,624922
6900,odisha,2020,1,rayagada district,103064
6901,odisha,2020,1,koraput district,113919
6902,odisha,2020,1,malkangiri district,36017
6903,odisha,2020,1,sambalpur district,183534
6904,odisha,2020,1,kalahandi district,142961
6905,odisha,2020,1,anugul district,228339
6906,odisha,2020,1,ganjam district,512643
6907,odisha,2020,1,jajapur district,359087
6908,odisha,2020,1,bargarh district,150139
6909,odisha,2020,1,dhenkanal district,184164
6910,odisha,2020,1,bhadrak district,265259
6911,odisha,2020,1,nuapada district,46063
6912,odisha,2020,1,kendujhar district,253988
6913,odisha,2020,1,mayurbhanj district,223893
6914,odisha,2020,1,jharsuguda district,127804
6915,odisha,2020,1,kandhamal district,53868
6916,odisha,2020,1,deogarh district,25015
6917,odisha,2020,1,sundargarh district,313040
6918,odisha,2020,1,jagatsinghapur district,216687
6919,odisha,2020,1,balangir district,164257
6920,odisha,2020,1,baleshwar district,410789
6921,odisha,2020,1,puri district,311477
6922,odisha,2020,1,sonepur district,68480
6923,odisha,2020,1,khordha district,1083466
6924,odisha,2020,1,boudh district,41238
6925,odisha,2020,1,gajapati district,49762
6926,odisha,2020,1,nayagarh district,145821
6927,odisha,2020,1,nabarangpur district,54715
6928,odisha,2020,1,kendrapara district,205010
6929,odisha,2020,1,cuttack district,578471
6930,odisha,2020,4,rayagada district,139714
6931,odisha,2020,4,koraput district,157029
6932,odisha,2020,4,malkangiri district,54166
6933,odisha,2020,4,sambalpur district,238826
6934,odisha,2020,4,kalahandi district,196340
6935,odisha,2020,4,anugul district,293242
6936,odisha,2020,4,ganjam district,669973
6937,odisha,2020,4,jajapur district,451339
6938,odisha,2020,4,bargarh district,202272
6939,odisha,2020,4,dhenkanal district,236599
6940,odisha,2020,4,bhadrak district,342034
6941,odisha,2020,4,nuapada district,66020
6942,odisha,2020,4,kendujhar district,328498
6943,odisha,2020,4,mayurbhanj district,295929
6944,odisha,2020,4,jharsuguda district,166109
6945,odisha,2020,4,kandhamal district,77202
6946,odisha,2020,4,deogarh district,34813
6947,odisha,2020,4,sundargarh district,418311
6948,odisha,2020,4,jagatsinghapur district,280051
6949,odisha,2020,4,balangir district,221229
6950,odisha,2020,4,baleshwar district,520429
6951,odisha,2020,4,puri district,402457
6952,odisha,2020,4,sonepur district,88176
6953,odisha,2020,4,khordha district,1323794
6954,odisha,2020,4,boudh district,54203
6955,odisha,2020,4,gajapati district,69150
6956,odisha,2020,4,nayagarh district,184916
6957,odisha,2020,4,nabarangpur district,79855
6958,odisha,2020,4,kendrapara district,273289
6959,odisha,2020,4,cuttack district,732786
6960,odisha,2018,3,rayagada district,38980
6961,odisha,2018,3,koraput district,45191
6962,odisha,2018,3,malkangiri district,10882
6963,odisha,2018,3,sambalpur district,79932
6964,odisha,2018,3,kalahandi district,55262
6965,odisha,2018,3,anugul district,97856
6966,odisha,2018,3,ganjam district,217114
6967,odisha,2018,3,jajapur district,149049
6968,odisha,2018,3,bargarh district,60736
6969,odisha,2018,3,dhenkanal district,81576
6970,odisha,2018,3,bhadrak district,105030
6971,odisha,2018,3,nuapada district,15932
6972,odisha,2018,3,kendujhar district,108387
6973,odisha,2018,3,mayurbhanj district,92892
6974,odisha,2018,3,jharsuguda district,57490
6975,odisha,2018,3,kandhamal district,20022
6976,odisha,2018,3,deogarh district,9725
6977,odisha,2018,3,sundargarh district,130288
6978,odisha,2018,3,jagatsinghapur district,87768
6979,odisha,2018,3,balangir district,64699
6980,odisha,2018,3,baleshwar district,180370
6981,odisha,2018,3,puri district,124859
6982,odisha,2018,3,sonepur district,29402
6983,odisha,2018,3,khordha district,499472
6984,odisha,2018,3,boudh district,16146
6985,odisha,2018,3,gajapati district,17730
6986,odisha,2018,3,nayagarh district,61134
6987,odisha,2018,3,nabarangpur district,18387
6988,odisha,2018,3,kendrapara district,80340
6989,odisha,2018,3,cuttack district,239067
6990,odisha,2018,2,rayagada district,29995
6991,odisha,2018,2,koraput district,34769
6992,odisha,2018,2,malkangiri district,7742
6993,odisha,2018,2,sambalpur district,63200
6994,odisha,2018,2,kalahandi district,42458
6995,odisha,2018,2,anugul district,76885
6996,odisha,2018,2,ganjam district,169386
6997,odisha,2018,2,jajapur district,114580
6998,odisha,2018,2,bargarh district,45700
6999,odisha,2018,2,dhenkanal district,64424
7000,odisha,2018,2,bhadrak district,81249
7001,odisha,2018,2,nuapada district,11826
7002,odisha,2018,2,kendujhar district,83050
7003,odisha,2018,2,mayurbhanj district,71366
7004,odisha,2018,2,jharsuguda district,43568
7005,odisha,2018,2,kandhamal district,15002
7006,odisha,2018,2,deogarh district,7264
7007,odisha,2018,2,sundargarh district,102838
7008,odisha,2018,2,jagatsinghapur district,69081
7009,odisha,2018,2,balangir district,49147
7010,odisha,2018,2,baleshwar district,139968
7011,odisha,2018,2,puri district,97920
7012,odisha,2018,2,sonepur district,22064
7013,odisha,2018,2,khordha district,406689
7014,odisha,2018,2,boudh district,12134
7015,odisha,2018,2,gajapati district,13397
7016,odisha,2018,2,nayagarh district,46904
7017,odisha,2018,2,nabarangpur district,13372
7018,odisha,2018,2,kendrapara district,62080
7019,odisha,2018,2,cuttack district,187723
7020,odisha,2018,1,rayagada district,21756
7021,odisha,2018,1,koraput district,25395
7022,odisha,2018,1,malkangiri district,5396
7023,odisha,2018,1,sambalpur district,47017
7024,odisha,2018,1,kalahandi district,30605
7025,odisha,2018,1,anugul district,56617
7026,odisha,2018,1,ganjam district,126158
7027,odisha,2018,1,jajapur district,81133
7028,odisha,2018,1,bargarh district,32489
7029,odisha,2018,1,dhenkanal district,46024
7030,odisha,2018,1,bhadrak district,58050
7031,odisha,2018,1,nuapada district,8252
7032,odisha,2018,1,kendujhar district,58968
7033,odisha,2018,1,mayurbhanj district,50472
7034,odisha,2018,1,jharsuguda district,32514
7035,odisha,2018,1,kandhamal district,10809
7036,odisha,2018,1,deogarh district,5322
7037,odisha,2018,1,sundargarh district,75201
7038,odisha,2018,1,jagatsinghapur district,49264
7039,odisha,2018,1,balangir district,35271
7040,odisha,2018,1,baleshwar district,100919
7041,odisha,2018,1,puri district,69923
7042,odisha,2018,1,sonepur district,15900
7043,odisha,2018,1,khordha district,308390
7044,odisha,2018,1,boudh district,9077
7045,odisha,2018,1,gajapati district,9743
7046,odisha,2018,1,nayagarh district,33533
7047,odisha,2018,1,nabarangpur district,9466
7048,odisha,2018,1,kendrapara district,44379
7049,odisha,2018,1,cuttack district,135972
7050,odisha,2018,4,rayagada district,51281
7051,odisha,2018,4,koraput district,58321
7052,odisha,2018,4,malkangiri district,15080
7053,odisha,2018,4,sambalpur district,101471
7054,odisha,2018,4,kalahandi district,73404
7055,odisha,2018,4,anugul district,124644
7056,odisha,2018,4,ganjam district,279943
7057,odisha,2018,4,jajapur district,201210
7058,odisha,2018,4,bargarh district,79840
7059,odisha,2018,4,dhenkanal district,104500
7060,odisha,2018,4,bhadrak district,141565
7061,odisha,2018,4,nuapada district,21322
7062,odisha,2018,4,kendujhar district,142222
7063,odisha,2018,4,mayurbhanj district,119705
7064,odisha,2018,4,jharsuguda district,73264
7065,odisha,2018,4,kandhamal district,26556
7066,odisha,2018,4,deogarh district,12875
7067,odisha,2018,4,sundargarh district,166328
7068,odisha,2018,4,jagatsinghapur district,114945
7069,odisha,2018,4,balangir district,85126
7070,odisha,2018,4,baleshwar district,231913
7071,odisha,2018,4,puri district,163528
7072,odisha,2018,4,sonepur district,39160
7073,odisha,2018,4,khordha district,626645
7074,odisha,2018,4,boudh district,22366
7075,odisha,2018,4,gajapati district,23328
7076,odisha,2018,4,nayagarh district,81395
7077,odisha,2018,4,nabarangpur district,24855
7078,odisha,2018,4,kendrapara district,106782
7079,odisha,2018,4,cuttack district,310337
7080,odisha,2021,3,rayagada district,174728
7081,odisha,2021,3,koraput district,196851
7082,odisha,2021,3,malkangiri district,69669
7083,odisha,2021,3,sambalpur district,296251
7084,odisha,2021,3,kalahandi district,246601
7085,odisha,2021,3,anugul district,364818
7086,odisha,2021,3,ganjam district,831869
7087,odisha,2021,3,jajapur district,558822
7088,odisha,2021,3,bargarh district,252144
7089,odisha,2021,3,dhenkanal district,292800
7090,odisha,2021,3,bhadrak district,423068
7091,odisha,2021,3,nuapada district,83716
7092,odisha,2021,3,kendujhar district,410049
7093,odisha,2021,3,mayurbhanj district,371425
7094,odisha,2021,3,jharsuguda district,205663
7095,odisha,2021,3,kandhamal district,96862
7096,odisha,2021,3,deogarh district,43737
7097,odisha,2021,3,sundargarh district,520155
7098,odisha,2021,3,jagatsinghapur district,345234
7099,odisha,2021,3,balangir district,277146
7100,odisha,2021,3,baleshwar district,641826
7101,odisha,2021,3,puri district,497069
7102,odisha,2021,3,sonepur district,109924
7103,odisha,2021,3,khordha district,1618171
7104,odisha,2021,3,boudh district,67782
7105,odisha,2021,3,gajapati district,86765
7106,odisha,2021,3,nayagarh district,228677
7107,odisha,2021,3,nabarangpur district,102244
7108,odisha,2021,3,kendrapara district,337718
7109,odisha,2021,3,cuttack district,900706
7110,odisha,2021,2,rayagada district,161874
7111,odisha,2021,2,koraput district,182181
7112,odisha,2021,2,malkangiri district,63880
7113,odisha,2021,2,sambalpur district,275001
7114,odisha,2021,2,kalahandi district,227704
7115,odisha,2021,2,anugul district,338114
7116,odisha,2021,2,ganjam district,772409
7117,odisha,2021,2,jajapur district,518570
7118,odisha,2021,2,bargarh district,233243
7119,odisha,2021,2,dhenkanal district,271626
7120,odisha,2021,2,bhadrak district,392928
7121,odisha,2021,2,nuapada district,77158
7122,odisha,2021,2,kendujhar district,379263
7123,odisha,2021,2,mayurbhanj district,342898
7124,odisha,2021,2,jharsuguda district,191043
7125,odisha,2021,2,kandhamal district,89548
7126,odisha,2021,2,deogarh district,40332
7127,odisha,2021,2,sundargarh district,482937
7128,odisha,2021,2,jagatsinghapur district,321155
7129,odisha,2021,2,balangir district,256186
7130,odisha,2021,2,baleshwar district,596366
7131,odisha,2021,2,puri district,462146
7132,odisha,2021,2,sonepur district,101584
7133,odisha,2021,2,khordha district,1511068
7134,odisha,2021,2,boudh district,62600
7135,odisha,2021,2,gajapati district,80263
7136,odisha,2021,2,nayagarh district,212420
7137,odisha,2021,2,nabarangpur district,93780
7138,odisha,2021,2,kendrapara district,313828
7139,odisha,2021,2,cuttack district,838924
7140,odisha,2021,1,rayagada district,150744
7141,odisha,2021,1,koraput district,169607
7142,odisha,2021,1,malkangiri district,59019
7143,odisha,2021,1,sambalpur district,256784
7144,odisha,2021,1,kalahandi district,211780
7145,odisha,2021,1,anugul district,315065
7146,odisha,2021,1,ganjam district,721311
7147,odisha,2021,1,jajapur district,484003
7148,odisha,2021,1,bargarh district,217540
7149,odisha,2021,1,dhenkanal district,253469
7150,odisha,2021,1,bhadrak district,366825
7151,odisha,2021,1,nuapada district,71558
7152,odisha,2021,1,kendujhar district,352967
7153,odisha,2021,1,mayurbhanj district,318465
7154,odisha,2021,1,jharsuguda district,178481
7155,odisha,2021,1,kandhamal district,83432
7156,odisha,2021,1,deogarh district,37397
7157,odisha,2021,1,sundargarh district,450776
7158,odisha,2021,1,jagatsinghapur district,300122
7159,odisha,2021,1,balangir district,238380
7160,odisha,2021,1,baleshwar district,557273
7161,odisha,2021,1,puri district,431553
7162,odisha,2021,1,sonepur district,94551
7163,odisha,2021,1,khordha district,1415897
7164,odisha,2021,1,boudh district,58177
7165,odisha,2021,1,gajapati district,74629
7166,odisha,2021,1,nayagarh district,198238
7167,odisha,2021,1,nabarangpur district,86833
7168,odisha,2021,1,kendrapara district,293287
7169,odisha,2021,1,cuttack district,784846
7170,odisha,2021,4,rayagada district,187562
7171,odisha,2021,4,koraput district,211160
7172,odisha,2021,4,malkangiri district,75114
7173,odisha,2021,4,sambalpur district,317259
7174,odisha,2021,4,kalahandi district,264773
7175,odisha,2021,4,anugul district,390981
7176,odisha,2021,4,ganjam district,889686
7177,odisha,2021,4,jajapur district,598043
7178,odisha,2021,4,bargarh district,270113
7179,odisha,2021,4,dhenkanal district,313502
7180,odisha,2021,4,bhadrak district,452384
7181,odisha,2021,4,nuapada district,90146
7182,odisha,2021,4,kendujhar district,440078
7183,odisha,2021,4,mayurbhanj district,399076
7184,odisha,2021,4,jharsuguda district,220010
7185,odisha,2021,4,kandhamal district,103926
7186,odisha,2021,4,deogarh district,47096
7187,odisha,2021,4,sundargarh district,556973
7188,odisha,2021,4,jagatsinghapur district,368959
7189,odisha,2021,4,balangir district,297438
7190,odisha,2021,4,baleshwar district,685881
7191,odisha,2021,4,puri district,531127
7192,odisha,2021,4,sonepur district,117909
7193,odisha,2021,4,khordha district,1725313
7194,odisha,2021,4,boudh district,72717
7195,odisha,2021,4,gajapati district,93201
7196,odisha,2021,4,nayagarh district,244622
7197,odisha,2021,4,nabarangpur district,110406
7198,odisha,2021,4,kendrapara district,361439
7199,odisha,2021,4,cuttack district,962341
7200,odisha,2022,3,rayagada district,222586
7201,odisha,2022,3,koraput district,249470
7202,odisha,2022,3,malkangiri district,89362
7203,odisha,2022,3,sambalpur district,375127
7204,odisha,2022,3,kalahandi district,315775
7205,odisha,2022,3,anugul district,464296
7206,odisha,2022,3,ganjam district,1054407
7207,odisha,2022,3,jajapur district,709685
7208,odisha,2022,3,bargarh district,320560
7209,odisha,2022,3,dhenkanal district,372560
7210,odisha,2022,3,bhadrak district,535581
7211,odisha,2022,3,nuapada district,107220
7212,odisha,2022,3,kendujhar district,523219
7213,odisha,2022,3,mayurbhanj district,475312
7214,odisha,2022,3,jharsuguda district,260834
7215,odisha,2022,3,kandhamal district,123544
7216,odisha,2022,3,deogarh district,55962
7217,odisha,2022,3,sundargarh district,658859
7218,odisha,2022,3,jagatsinghapur district,436498
