,State,Year,Quarter,District,RegisteredUser
3274,tamil-nadu,2021,4,kallakkurichi district,287987
3275,tamil-nadu,2021,4,viluppuram district,356755
3276,tamil-nadu,2021,4,pudukkottai district,222558
3277,tamil-nadu,2021,4,perambalur district,105814
3278,tamil-nadu,2021,4,coimbatore district,1594082
3279,tamil-nadu,2021,4,virudhunagar district,325642
3280,tamil-nadu,2021,4,dindigul district,414158
3281,tamil-nadu,2021,4,sivaganga district,226759
3282,tamil-nadu,2021,4,tenkasi district,192159
3283,tamil-nadu,2021,4,chengalpattu district,1532535
3284,tamil-nadu,2021,4,kanniyakumari district,350058
3285,tamil-nadu,2021,4,tirunelveli district,319265
3286,tamil-nadu,2021,4,thiruvallur district,1860992
3287,tamil-nadu,2021,4,theni district,231118
3288,tamil-nadu,2021,4,ranipet district,306295
3289,tamil-nadu,2021,4,namakkal district,375908
3290,tamil-nadu,2021,4,vellore district,424585
3291,tamil-nadu,2021,4,thiruvarur district,160500
3292,tamil-nadu,2022,3,tiruchirappalli district,763327
3293,tamil-nadu,2022,3,ramanathapuram district,233402
3294,tamil-nadu,2022,3,krishnagiri district,862231
3295,tamil-nadu,2022,3,cuddalore district,586020
3296,tamil-nadu,2022,3,kancheepuram district,1284243
3297,tamil-nadu,2022,3,tiruppur district,1128474
3298,tamil-nadu,2022,3,dharmapuri district,450260
3299,tamil-nadu,2022,3,thoothukkudi district,363372
3300,tamil-nadu,2022,3,thanjavur district,494223
3301,tamil-nadu,2022,3,madurai district,910111
3302,tamil-nadu,2022,3,tiruvannamalai district,543589
3303,tamil-nadu,2022,3,salem district,1005031
3304,tamil-nadu,2022,3,nagapattinam district,251603
3305,tamil-nadu,2022,3,tirupathur district,352443
3306,tamil-nadu,2022,3,ariyalur district,149084
3307,tamil-nadu,2022,3,chennai district,2635738
3308,tamil-nadu,2022,3,the nilgiris district,191664
3309,tamil-nadu,2022,3,erode district,654373
3310,tamil-nadu,2022,3,karur district,247251
3311,tamil-nadu,2022,3,kallakkurichi district,341416
3312,tamil-nadu,2022,3,viluppuram district,421487
3313,tamil-nadu,2022,3,pudukkottai district,262926
3314,tamil-nadu,2022,3,perambalur district,124952
3315,tamil-nadu,2022,3,coimbatore district,1867655
3316,tamil-nadu,2022,3,virudhunagar district,384815
3317,tamil-nadu,2022,3,dindigul district,488441
3318,tamil-nadu,2022,3,sivaganga district,267326
3319,tamil-nadu,2022,3,tenkasi district,226380
3320,tamil-nadu,2022,3,chengalpattu district,1791530
3321,tamil-nadu,2022,3,kanniyakumari district,411655
3322,tamil-nadu,2022,3,tirunelveli district,375362
3323,tamil-nadu,2022,3,thiruvallur district,2183990
3324,tamil-nadu,2022,3,theni district,272745
3325,tamil-nadu,2022,3,ranipet district,361284
3326,tamil-nadu,2022,3,namakkal district,443273
3327,tamil-nadu,2022,3,vellore district,499041
3328,tamil-nadu,2022,3,thiruvarur district,189247
3329,tamil-nadu,2022,2,tiruchirappalli district,725751
3330,tamil-nadu,2022,2,ramanathapuram district,222241
3331,tamil-nadu,2022,2,krishnagiri district,818552
3332,tamil-nadu,2022,2,cuddalore district,556402
3333,tamil-nadu,2022,2,kancheepuram district,1220237
3334,tamil-nadu,2022,2,tiruppur district,1070480
3335,tamil-nadu,2022,2,dharmapuri district,427150
3336,tamil-nadu,2022,2,thoothukkudi district,345560
3337,tamil-nadu,2022,2,thanjavur district,470070
3338,tamil-nadu,2022,2,madurai district,864806
3339,tamil-nadu,2022,2,tiruvannamalai district,516276
3340,tamil-nadu,2022,2,salem district,954155
3341,tamil-nadu,2022,2,nagapattinam district,239174
3342,tamil-nadu,2022,2,tirupathur district,334378
3343,tamil-nadu,2022,2,ariyalur district,141760
3344,tamil-nadu,2022,2,chennai district,2509588
3345,tamil-nadu,2022,2,the nilgiris district,182412
3346,tamil-nadu,2022,2,erode district,621587
3347,tamil-nadu,2022,2,karur district,235178
3348,tamil-nadu,2022,2,kallakkurichi district,324021
3349,tamil-nadu,2022,2,viluppuram district,400301
3350,tamil-nadu,2022,2,pudukkottai district,250443
3351,tamil-nadu,2022,2,perambalur district,118807
3352,tamil-nadu,2022,2,coimbatore district,1775760
3353,tamil-nadu,2022,2,virudhunagar district,365515
3354,tamil-nadu,2022,2,dindigul district,464161
3355,tamil-nadu,2022,2,sivaganga district,254519
3356,tamil-nadu,2022,2,tenkasi district,215290
3357,tamil-nadu,2022,2,chengalpattu district,1704864
3358,tamil-nadu,2022,2,kanniyakumari district,390775
3359,tamil-nadu,2022,2,tirunelveli district,356993
3360,tamil-nadu,2022,2,thiruvallur district,2075274
3361,tamil-nadu,2022,2,theni district,258803
3362,tamil-nadu,2022,2,ranipet district,343090
3363,tamil-nadu,2022,2,namakkal district,421279
3364,tamil-nadu,2022,2,vellore district,473994
3365,tamil-nadu,2022,2,thiruvarur district,180074
3366,tamil-nadu,2022,1,tiruchirappalli district,688562
3367,tamil-nadu,2022,1,ramanathapuram district,210698
3368,tamil-nadu,2022,1,krishnagiri district,776101
3369,tamil-nadu,2022,1,cuddalore district,527223
3370,tamil-nadu,2022,1,kancheepuram district,1158719
3371,tamil-nadu,2022,1,tiruppur district,1014036
3372,tamil-nadu,2022,1,dharmapuri district,404709
3373,tamil-nadu,2022,1,thoothukkudi district,327607
3374,tamil-nadu,2022,1,thanjavur district,445883
3375,tamil-nadu,2022,1,madurai district,820952
3376,tamil-nadu,2022,1,tiruvannamalai district,489026
3377,tamil-nadu,2022,1,salem district,905104
3378,tamil-nadu,2022,1,nagapattinam district,226781
3379,tamil-nadu,2022,1,tirupathur district,317064
3380,tamil-nadu,2022,1,ariyalur district,134075
3381,tamil-nadu,2022,1,chennai district,2388315
3382,tamil-nadu,2022,1,the nilgiris district,173188
3383,tamil-nadu,2022,1,erode district,589462
3384,tamil-nadu,2022,1,karur district,222853
3385,tamil-nadu,2022,1,kallakkurichi district,306623
3386,tamil-nadu,2022,1,viluppuram district,379264
3387,tamil-nadu,2022,1,pudukkottai district,237115
3388,tamil-nadu,2022,1,perambalur district,112667
3389,tamil-nadu,2022,1,coimbatore district,1687096
3390,tamil-nadu,2022,1,virudhunagar district,346363
3391,tamil-nadu,2022,1,dindigul district,440072
3392,tamil-nadu,2022,1,sivaganga district,241188
3393,tamil-nadu,2022,1,tenkasi district,204182
3394,tamil-nadu,2022,1,chengalpattu district,1621177
3395,tamil-nadu,2022,1,kanniyakumari district,370820
3396,tamil-nadu,2022,1,tirunelveli district,338716
3397,tamil-nadu,2022,1,thiruvallur district,1970646
3398,tamil-nadu,2022,1,theni district,245438
3399,tamil-nadu,2022,1,ranipet district,325358
3400,tamil-nadu,2022,1,namakkal district,399282
3401,tamil-nadu,2022,1,vellore district,449961
3402,tamil-nadu,2022,1,thiruvarur district,170694
3403,tamil-nadu,2022,4,tiruchirappalli district,798742
3404,tamil-nadu,2022,4,ramanathapuram district,242901
3405,tamil-nadu,2022,4,krishnagiri district,902906
3406,tamil-nadu,2022,4,cuddalore district,612577
3407,tamil-nadu,2022,4,kancheepuram district,1346845
3408,tamil-nadu,2022,4,tiruppur district,1183174
3409,tamil-nadu,2022,4,dharmapuri district,471109
3410,tamil-nadu,2022,4,thoothukkudi district,378714
3411,tamil-nadu,2022,4,thanjavur district,515959
3412,tamil-nadu,2022,4,madurai district,953739
3413,tamil-nadu,2022,4,tiruvannamalai district,567805
3414,tamil-nadu,2022,4,salem district,1052099
3415,tamil-nadu,2022,4,nagapattinam district,262020
3416,tamil-nadu,2022,4,tirupathur district,369186
3417,tamil-nadu,2022,4,ariyalur district,155220
3418,tamil-nadu,2022,4,chennai district,2763151
3419,tamil-nadu,2022,4,the nilgiris district,199839
3420,tamil-nadu,2022,4,erode district,684126
3421,tamil-nadu,2022,4,karur district,258049
3422,tamil-nadu,2022,4,kallakkurichi district,356553
3423,tamil-nadu,2022,4,viluppuram district,440319
3424,tamil-nadu,2022,4,pudukkottai district,273282
3425,tamil-nadu,2022,4,perambalur district,130138
3426,tamil-nadu,2022,4,coimbatore district,1955681
3427,tamil-nadu,2022,4,virudhunagar district,402140
3428,tamil-nadu,2022,4,dindigul district,510056
3429,tamil-nadu,2022,4,sivaganga district,278300
3430,tamil-nadu,2022,4,tenkasi district,236123
3431,tamil-nadu,2022,4,chengalpattu district,1876163
3432,tamil-nadu,2022,4,kanniyakumari district,430646
3433,tamil-nadu,2022,4,tirunelveli district,391902
3434,tamil-nadu,2022,4,thiruvallur district,2290089
3435,tamil-nadu,2022,4,theni district,285305
3436,tamil-nadu,2022,4,ranipet district,378016
3437,tamil-nadu,2022,4,namakkal district,463431
3438,tamil-nadu,2022,4,vellore district,522921
3439,tamil-nadu,2022,4,thiruvarur district,196886
3440,uttarakhand,2019,3,udham singh nagar district,292858
3441,uttarakhand,2019,3,haridwar district,334619
3442,uttarakhand,2019,3,almora district,44182
3443,uttarakhand,2019,3,pithoragarh district,36353
3444,uttarakhand,2019,3,rudraprayag district,18065
3445,uttarakhand,2019,3,pauri garhwal district,73363
3446,uttarakhand,2019,3,bageshwar district,16943
3447,uttarakhand,2019,3,champawat district,20481
3448,uttarakhand,2019,3,nainital district,153561
3449,uttarakhand,2019,3,dehradun district,486157
3450,uttarakhand,2019,3,chamoli district,32036
3451,uttarakhand,2019,3,uttarkashi district,25151
3452,uttarakhand,2019,3,tehri garhwal district,52090
3453,uttarakhand,2019,2,udham singh nagar district,266958
3454,uttarakhand,2019,2,haridwar district,299436
3455,uttarakhand,2019,2,almora district,39593
3456,uttarakhand,2019,2,pithoragarh district,32308
3457,uttarakhand,2019,2,rudraprayag district,15761
3458,uttarakhand,2019,2,pauri garhwal district,65607
3459,uttarakhand,2019,2,bageshwar district,15082
3460,uttarakhand,2019,2,champawat district,18443
3461,uttarakhand,2019,2,nainital district,137114
3462,uttarakhand,2019,2,dehradun district,428353
3463,uttarakhand,2019,2,chamoli district,28063
3464,uttarakhand,2019,2,uttarkashi district,21969
3465,uttarakhand,2019,2,tehri garhwal district,45652
3466,uttarakhand,2019,1,udham singh nagar district,238514
3467,uttarakhand,2019,1,haridwar district,262411
3468,uttarakhand,2019,1,almora district,33092
3469,uttarakhand,2019,1,pithoragarh district,26621
3470,uttarakhand,2019,1,rudraprayag district,12967
3471,uttarakhand,2019,1,pauri garhwal district,56173
3472,uttarakhand,2019,1,bageshwar district,12260
3473,uttarakhand,2019,1,champawat district,15679
3474,uttarakhand,2019,1,nainital district,118824
3475,uttarakhand,2019,1,dehradun district,369578
3476,uttarakhand,2019,1,chamoli district,23274
3477,uttarakhand,2019,1,uttarkashi district,17873
3478,uttarakhand,2019,1,tehri garhwal district,37689
3479,uttarakhand,2019,4,udham singh nagar district,319839
3480,uttarakhand,2019,4,haridwar district,368737
3481,uttarakhand,2019,4,almora district,49664
3482,uttarakhand,2019,4,pithoragarh district,40980
3483,uttarakhand,2019,4,rudraprayag district,20470
3484,uttarakhand,2019,4,pauri garhwal district,81489
3485,uttarakhand,2019,4,bageshwar district,19160
3486,uttarakhand,2019,4,champawat district,22957
3487,uttarakhand,2019,4,nainital district,169212
3488,uttarakhand,2019,4,dehradun district,537026
3489,uttarakhand,2019,4,chamoli district,35948
3490,uttarakhand,2019,4,uttarkashi district,28653
3491,uttarakhand,2019,4,tehri garhwal district,58542
3492,uttarakhand,2020,3,udham singh nagar district,418390
3493,uttarakhand,2020,3,haridwar district,491252
3494,uttarakhand,2020,3,almora district,72829
3495,uttarakhand,2020,3,pithoragarh district,60279
3496,uttarakhand,2020,3,rudraprayag district,30389
3497,uttarakhand,2020,3,pauri garhwal district,112287
3498,uttarakhand,2020,3,bageshwar district,28329
3499,uttarakhand,2020,3,champawat district,33279
3500,uttarakhand,2020,3,nainital district,227497
3501,uttarakhand,2020,3,dehradun district,711303
3502,uttarakhand,2020,3,chamoli district,52184
3503,uttarakhand,2020,3,uttarkashi district,42144
3504,uttarakhand,2020,3,tehri garhwal district,85276
3505,uttarakhand,2020,2,udham singh nagar district,383547
3506,uttarakhand,2020,2,haridwar district,448939
3507,uttarakhand,2020,2,almora district,64523
3508,uttarakhand,2020,2,pithoragarh district,53375
3509,uttarakhand,2020,2,rudraprayag district,26968
3510,uttarakhand,2020,2,pauri garhwal district,101276
3511,uttarakhand,2020,2,bageshwar district,25163
3512,uttarakhand,2020,2,champawat district,29540
3513,uttarakhand,2020,2,nainital district,206076
3514,uttarakhand,2020,2,dehradun district,649026
3515,uttarakhand,2020,2,chamoli district,46467
3516,uttarakhand,2020,2,uttarkashi district,37671
3517,uttarakhand,2020,2,tehri garhwal district,75996
3518,uttarakhand,2020,1,udham singh nagar district,351112
3519,uttarakhand,2020,1,haridwar district,408768
3520,uttarakhand,2020,1,almora district,55964
3521,uttarakhand,2020,1,pithoragarh district,46554
3522,uttarakhand,2020,1,rudraprayag district,23316
3523,uttarakhand,2020,1,pauri garhwal district,90270
3524,uttarakhand,2020,1,bageshwar district,21756
3525,uttarakhand,2020,1,champawat district,25824
3526,uttarakhand,2020,1,nainital district,186948
3527,uttarakhand,2020,1,dehradun district,593420
3528,uttarakhand,2020,1,chamoli district,40668
3529,uttarakhand,2020,1,uttarkashi district,32713
3530,uttarakhand,2020,1,tehri garhwal district,66293
3531,uttarakhand,2020,4,udham singh nagar district,456356
3532,uttarakhand,2020,4,haridwar district,537058
3533,uttarakhand,2020,4,almora district,81020
3534,uttarakhand,2020,4,pithoragarh district,67024
3535,uttarakhand,2020,4,rudraprayag district,33576
3536,uttarakhand,2020,4,pauri garhwal district,123892
3537,uttarakhand,2020,4,bageshwar district,31803
3538,uttarakhand,2020,4,champawat district,36726
3539,uttarakhand,2020,4,nainital district,249856
3540,uttarakhand,2020,4,dehradun district,779564
3541,uttarakhand,2020,4,chamoli district,58039
3542,uttarakhand,2020,4,uttarkashi district,46810
3543,uttarakhand,2020,4,tehri garhwal district,94520
3544,uttarakhand,2018,3,udham singh nagar district,162754
3545,uttarakhand,2018,3,haridwar district,174526
3546,uttarakhand,2018,3,almora district,20152
3547,uttarakhand,2018,3,pithoragarh district,16483
3548,uttarakhand,2018,3,rudraprayag district,7979
3549,uttarakhand,2018,3,pauri garhwal district,36059
3550,uttarakhand,2018,3,bageshwar district,7784
3551,uttarakhand,2018,3,champawat district,9982
3552,uttarakhand,2018,3,nainital district,79936
3553,uttarakhand,2018,3,dehradun district,246477
3554,uttarakhand,2018,3,chamoli district,14112
3555,uttarakhand,2018,3,uttarkashi district,10793
3556,uttarakhand,2018,3,tehri garhwal district,23575
3557,uttarakhand,2018,2,udham singh nagar district,132549
3558,uttarakhand,2018,2,haridwar district,140718
3559,uttarakhand,2018,2,almora district,15473
3560,uttarakhand,2018,2,pithoragarh district,12486
3561,uttarakhand,2018,2,rudraprayag district,6028
3562,uttarakhand,2018,2,pauri garhwal district,28153
3563,uttarakhand,2018,2,bageshwar district,5915
3564,uttarakhand,2018,2,champawat district,7632
3565,uttarakhand,2018,2,nainital district,65142
3566,uttarakhand,2018,2,dehradun district,198296
3567,uttarakhand,2018,2,chamoli district,10502
3568,uttarakhand,2018,2,uttarkashi district,8227
3569,uttarakhand,2018,2,tehri garhwal district,18021
3570,uttarakhand,2018,1,udham singh nagar district,100236
3571,uttarakhand,2018,1,haridwar district,104823
3572,uttarakhand,2018,1,almora district,11367
3573,uttarakhand,2018,1,pithoragarh district,8836
3574,uttarakhand,2018,1,rudraprayag district,4263
3575,uttarakhand,2018,1,pauri garhwal district,20425
3576,uttarakhand,2018,1,bageshwar district,4231
3577,uttarakhand,2018,1,champawat district,5442
3578,uttarakhand,2018,1,nainital district,49083
3579,uttarakhand,2018,1,dehradun district,147998
3580,uttarakhand,2018,1,chamoli district,7493
3581,uttarakhand,2018,1,uttarkashi district,5816
3582,uttarakhand,2018,1,tehri garhwal district,13030
3583,uttarakhand,2018,4,udham singh nagar district,200079
3584,uttarakhand,2018,4,haridwar district,217634
3585,uttarakhand,2018,4,almora district,26282
3586,uttarakhand,2018,4,pithoragarh district,21378
3587,uttarakhand,2018,4,rudraprayag district,10229
3588,uttarakhand,2018,4,pauri garhwal district,45898
3589,uttarakhand,2018,4,bageshwar district,9800
3590,uttarakhand,2018,4,champawat district,12649
3591,uttarakhand,2018,4,nainital district,98591
3592,uttarakhand,2018,4,dehradun district,306969
3593,uttarakhand,2018,4,chamoli district,18391
3594,uttarakhand,2018,4,uttarkashi district,14114
3595,uttarakhand,2018,4,tehri garhwal district,30089
3596,uttarakhand,2021,3,udham singh nagar district,568881
3597,uttarakhand,2021,3,haridwar district,669249
3598,uttarakhand,2021,3,almora district,102118
3599,uttarakhand,2021,3,pithoragarh district,84476
3600,uttarakhand,2021,3,rudraprayag district,42317
3601,uttarakhand,2021,3,pauri garhwal district,155054
3602,uttarakhand,2021,3,bageshwar district,40083
3603,uttarakhand,2021,3,champawat district,46279
3604,uttarakhand,2021,3,nainital district,309820
3605,uttarakhand,2021,3,dehradun district,963594
3606,uttarakhand,2021,3,chamoli district,73432
3607,uttarakhand,2021,3,uttarkashi district,59174
3608,uttarakhand,2021,3,tehri garhwal district,119032
3609,uttarakhand,2021,2,udham singh nagar district,528392
3610,uttarakhand,2021,2,haridwar district,622292
3611,uttarakhand,2021,2,almora district,94196
3612,uttarakhand,2021,2,pithoragarh district,78079
3613,uttarakhand,2021,2,rudraprayag district,39076
3614,uttarakhand,2021,2,pauri garhwal district,143460
3615,uttarakhand,2021,2,bageshwar district,36947
3616,uttarakhand,2021,2,champawat district,42748
3617,uttarakhand,2021,2,nainital district,288162
3618,uttarakhand,2021,2,dehradun district,898504
3619,uttarakhand,2021,2,chamoli district,67712
3620,uttarakhand,2021,2,uttarkashi district,54582
3621,uttarakhand,2021,2,tehri garhwal district,109890
3622,uttarakhand,2021,1,udham singh nagar district,492646
3623,uttarakhand,2021,1,haridwar district,580532
3624,uttarakhand,2021,1,almora district,87354
3625,uttarakhand,2021,1,pithoragarh district,72579
3626,uttarakhand,2021,1,rudraprayag district,36234
3627,uttarakhand,2021,1,pauri garhwal district,133484
3628,uttarakhand,2021,1,bageshwar district,34317
3629,uttarakhand,2021,1,champawat district,39747
3630,uttarakhand,2021,1,nainital district,269308
3631,uttarakhand,2021,1,dehradun district,840361
3632,uttarakhand,2021,1,chamoli district,62779
3633,uttarakhand,2021,1,uttarkashi district,50696
3634,uttarakhand,2021,1,tehri garhwal district,102085
3635,uttarakhand,2021,4,udham singh nagar district,609138
3636,uttarakhand,2021,4,haridwar district,716044
3637,uttarakhand,2021,4,almora district,109803
3638,uttarakhand,2021,4,pithoragarh district,90791
3639,uttarakhand,2021,4,rudraprayag district,45433
3640,uttarakhand,2021,4,pauri garhwal district,166482
3641,uttarakhand,2021,4,bageshwar district,43111
3642,uttarakhand,2021,4,champawat district,49852
3643,uttarakhand,2021,4,nainital district,330999
3644,uttarakhand,2021,4,dehradun district,1028085
3645,uttarakhand,2021,4,chamoli district,78848
3646,uttarakhand,2021,4,uttarkashi district,63536
3647,uttarakhand,2021,4,tehri garhwal district,127893
3648,uttarakhand,2022,3,udham singh nagar district,722008
3649,uttarakhand,2022,3,haridwar district,846066
3650,uttarakhand,2022,3,almora district,129898
3651,uttarakhand,2022,3,pithoragarh district,107498
3652,uttarakhand,2022,3,rudraprayag district,54045
3653,uttarakhand,2022,3,pauri garhwal district,196481
3654,uttarakhand,2022,3,bageshwar district,50935
3655,uttarakhand,2022,3,champawat district,59167
3656,uttarakhand,2022,3,nainital district,389791
3657,uttarakhand,2022,3,dehradun district,1205785
3658,uttarakhand,2022,3,chamoli district,93488
3659,uttarakhand,2022,3,uttarkashi district,75369
3660,uttarakhand,2022,3,tehri garhwal district,151445
3661,uttarakhand,2022,2,udham singh nagar district,683908
3662,uttarakhand,2022,2,haridwar district,802321
3663,uttarakhand,2022,2,almora district,123856
3664,uttarakhand,2022,2,pithoragarh district,102347
3665,uttarakhand,2022,2,rudraprayag district,51404
3666,uttarakhand,2022,2,pauri garhwal district,187078
3667,uttarakhand,2022,2,bageshwar district,48546
3668,uttarakhand,2022,2,champawat district,56221
3669,uttarakhand,2022,2,nainital district,370360
3670,uttarakhand,2022,2,dehradun district,1146386
3671,uttarakhand,2022,2,chamoli district,88939
3672,uttarakhand,2022,2,uttarkashi district,71641
3673,uttarakhand,2022,2,tehri garhwal district,144049
3674,uttarakhand,2022,1,udham singh nagar district,647495
3675,uttarakhand,2022,1,haridwar district,760173
3676,uttarakhand,2022,1,almora district,117262
3677,uttarakhand,2022,1,pithoragarh district,96837
3678,uttarakhand,2022,1,rudraprayag district,48532
3679,uttarakhand,2022,1,pauri garhwal district,177248
3680,uttarakhand,2022,1,bageshwar district,45938
3681,uttarakhand,2022,1,champawat district,53166
3682,uttarakhand,2022,1,nainital district,351226
3683,uttarakhand,2022,1,dehradun district,1088710
3684,uttarakhand,2022,1,chamoli district,84165
3685,uttarakhand,2022,1,uttarkashi district,67713
3686,uttarakhand,2022,1,tehri garhwal district,136364
3687,uttarakhand,2022,4,udham singh nagar district,757652
3688,uttarakhand,2022,4,haridwar district,887967
3689,uttarakhand,2022,4,almora district,134730
3690,uttarakhand,2022,4,pithoragarh district,111983
3691,uttarakhand,2022,4,rudraprayag district,56195
3692,uttarakhand,2022,4,pauri garhwal district,204585
3693,uttarakhand,2022,4,bageshwar district,52992
3694,uttarakhand,2022,4,champawat district,61714
3695,uttarakhand,2022,4,nainital district,407806
3696,uttarakhand,2022,4,dehradun district,1262999
3697,uttarakhand,2022,4,chamoli district,97308
3698,uttarakhand,2022,4,uttarkashi district,78484
3699,uttarakhand,2022,4,tehri garhwal district,157634
3700,himachal-pradesh,2019,3,solan district,178922
3701,himachal-pradesh,2019,3,sirmaur district,62048
3702,himachal-pradesh,2019,3,shimla district,110575
3703,himachal-pradesh,2019,3,bilaspur district,43115
3704,himachal-pradesh,2019,3,hamirpur district,58950
3705,himachal-pradesh,2019,3,una district,54164
3706,himachal-pradesh,2019,3,kangra district,160161
3707,himachal-pradesh,2019,3,kullu district,59192
3708,himachal-pradesh,2019,3,mandi district,98589
3709,himachal-pradesh,2019,3,lahul and spiti district,1617
3710,himachal-pradesh,2019,3,chamba district,37974
3711,himachal-pradesh,2019,3,kinnaur district,10877
3712,himachal-pradesh,2019,2,solan district,159989
3713,himachal-pradesh,2019,2,sirmaur district,55409
3714,himachal-pradesh,2019,2,shimla district,96928
3715,himachal-pradesh,2019,2,bilaspur district,38131
3716,himachal-pradesh,2019,2,hamirpur district,51669
3717,himachal-pradesh,2019,2,una district,47644
3718,himachal-pradesh,2019,2,kangra district,139517
3719,himachal-pradesh,2019,2,kullu district,51977
3720,himachal-pradesh,2019,2,mandi district,86701
3721,himachal-pradesh,2019,2,lahul and spiti district,1490
3722,himachal-pradesh,2019,2,chamba district,33377
3723,himachal-pradesh,2019,2,kinnaur district,9771
3724,himachal-pradesh,2019,1,solan district,139300
3725,himachal-pradesh,2019,1,sirmaur district,47638
3726,himachal-pradesh,2019,1,shimla district,80651
3727,himachal-pradesh,2019,1,bilaspur district,32537
3728,himachal-pradesh,2019,1,hamirpur district,44206
3729,himachal-pradesh,2019,1,una district,40315
3730,himachal-pradesh,2019,1,kangra district,115120
3731,himachal-pradesh,2019,1,kullu district,43436
3732,himachal-pradesh,2019,1,mandi district,72963
3733,himachal-pradesh,2019,1,lahul and spiti district,1307
3734,himachal-pradesh,2019,1,chamba district,27481
3735,himachal-pradesh,2019,1,kinnaur district,8251
3736,himachal-pradesh,2019,4,solan district,198962
3737,himachal-pradesh,2019,4,sirmaur district,69583
3738,himachal-pradesh,2019,4,shimla district,124960
3739,himachal-pradesh,2019,4,bilaspur district,48453
3740,himachal-pradesh,2019,4,hamirpur district,66179
3741,himachal-pradesh,2019,4,una district,61055
3742,himachal-pradesh,2019,4,kangra district,181133
3743,himachal-pradesh,2019,4,kullu district,66640
3744,himachal-pradesh,2019,4,mandi district,111017
3745,himachal-pradesh,2019,4,lahul and spiti district,1938
3746,himachal-pradesh,2019,4,chamba district,43715
3747,himachal-pradesh,2019,4,kinnaur district,12310
3748,himachal-pradesh,2020,3,solan district,265701
3749,himachal-pradesh,2020,3,sirmaur district,97464
3750,himachal-pradesh,2020,3,shimla district,172418
3751,himachal-pradesh,2020,3,bilaspur district,67233
3752,himachal-pradesh,2020,3,hamirpur district,93465
3753,himachal-pradesh,2020,3,una district,86177
3754,himachal-pradesh,2020,3,kangra district,261293
3755,himachal-pradesh,2020,3,kullu district,90699
3756,himachal-pradesh,2020,3,mandi district,158237
3757,himachal-pradesh,2020,3,lahul and spiti district,3008
3758,himachal-pradesh,2020,3,chamba district,65214
3759,himachal-pradesh,2020,3,kinnaur district,17725
3760,himachal-pradesh,2020,2,solan district,243732
3761,himachal-pradesh,2020,2,sirmaur district,88117
3762,himachal-pradesh,2020,2,shimla district,156539
3763,himachal-pradesh,2020,2,bilaspur district,61050
3764,himachal-pradesh,2020,2,hamirpur district,84216
3765,himachal-pradesh,2020,2,una district,78363
3766,himachal-pradesh,2020,2,kangra district,235773
3767,himachal-pradesh,2020,2,kullu district,82616
3768,himachal-pradesh,2020,2,mandi district,142668
3769,himachal-pradesh,2020,2,lahul and spiti district,2608
3770,himachal-pradesh,2020,2,chamba district,58362
3771,himachal-pradesh,2020,2,kinnaur district,15823
3772,himachal-pradesh,2020,1,solan district,220293
3773,himachal-pradesh,2020,1,sirmaur district,77972
3774,himachal-pradesh,2020,1,shimla district,139890
3775,himachal-pradesh,2020,1,bilaspur district,54024
3776,himachal-pradesh,2020,1,hamirpur district,73945
3777,himachal-pradesh,2020,1,una district,68564
3778,himachal-pradesh,2020,1,kangra district,205367
3779,himachal-pradesh,2020,1,kullu district,74668
3780,himachal-pradesh,2020,1,mandi district,124971
3781,himachal-pradesh,2020,1,lahul and spiti district,2252
3782,himachal-pradesh,2020,1,chamba district,50169
3783,himachal-pradesh,2020,1,kinnaur district,13910
3784,himachal-pradesh,2020,4,solan district,289889
3785,himachal-pradesh,2020,4,sirmaur district,107144
3786,himachal-pradesh,2020,4,shimla district,189005
3787,himachal-pradesh,2020,4,bilaspur district,73296
3788,himachal-pradesh,2020,4,hamirpur district,101825
3789,himachal-pradesh,2020,4,una district,93778
3790,himachal-pradesh,2020,4,kangra district,285210
3791,himachal-pradesh,2020,4,kullu district,99814
3792,himachal-pradesh,2020,4,mandi district,173403
3793,himachal-pradesh,2020,4,lahul and spiti district,3611
3794,himachal-pradesh,2020,4,chamba district,72124
3795,himachal-pradesh,2020,4,kinnaur district,19667
3796,himachal-pradesh,2018,3,solan district,88724
3797,himachal-pradesh,2018,3,sirmaur district,28959
3798,himachal-pradesh,2018,3,shimla district,49820
3799,himachal-pradesh,2018,3,bilaspur district,21030
3800,himachal-pradesh,2018,3,hamirpur district,27915
3801,himachal-pradesh,2018,3,una district,24952
3802,himachal-pradesh,2018,3,kangra district,71494
3803,himachal-pradesh,2018,3,kullu district,26840
3804,himachal-pradesh,2018,3,mandi district,45876
3805,himachal-pradesh,2018,3,lahul and spiti district,803
3806,himachal-pradesh,2018,3,chamba district,16157
3807,himachal-pradesh,2018,3,kinnaur district,5064
3808,himachal-pradesh,2018,2,solan district,68950
3809,himachal-pradesh,2018,2,sirmaur district,22379
3810,himachal-pradesh,2018,2,shimla district,38590
3811,himachal-pradesh,2018,2,bilaspur district,16531
3812,himachal-pradesh,2018,2,hamirpur district,21374
3813,himachal-pradesh,2018,2,una district,18691
3814,himachal-pradesh,2018,2,kangra district,54828
3815,himachal-pradesh,2018,2,kullu district,21077
3816,himachal-pradesh,2018,2,mandi district,36126
3817,himachal-pradesh,2018,2,lahul and spiti district,633
3818,himachal-pradesh,2018,2,chamba district,12259
3819,himachal-pradesh,2018,2,kinnaur district,3861
3820,himachal-pradesh,2018,1,solan district,50035
