,State,Year,Quarter,District,count,amount
6478,madhya-pradesh,2022,4,tikamgarh district,3096926,4487136972.452459
6479,madhya-pradesh,2022,4,seoni district,5464198,9288422911.516825
6480,madhya-pradesh,2022,4,harda district,2367397,4381920376.068309
6481,madhya-pradesh,2022,4,burhanpur district,3094726,4916226292.122738
6482,madhya-pradesh,2022,4,damoh district,4223870,6776421199.7889805
6483,madhya-pradesh,2022,4,bhopal district,190199488,243653886996.0198
6484,madhya-pradesh,2022,4,jhabua district,2469392,4405099020.207691
6485,madhya-pradesh,2022,4,dhar district,13287245,20206456864.59485
6486,madhya-pradesh,2022,4,guna district,6163569,9802963544.062296
6487,madhya-pradesh,2022,4,east nimar district,5770316,8592415791.87511
6488,madhya-pradesh,2022,4,chhindwara district,245710341,350638062974.8574
6489,madhya-pradesh,2022,4,umaria district,1954168,2842781862.3472924
6490,madhya-pradesh,2022,4,mandla district,2538024,4341952191.501655
6491,madhya-pradesh,2022,4,indore district,158576063,210881632372.97565
6492,madhya-pradesh,2022,4,shahdol district,10700938,14780956554.066238
6493,madhya-pradesh,2022,4,ratlam district,7498598,13746333050.618015
6494,madhya-pradesh,2022,4,panna district,2209465,3903628822.4956465
6495,madhya-pradesh,2022,4,chhatarpur district,5519834,9172166022.913769
6496,meghalaya,2019,3,north garo hills district,6329,7479871.090316384
6497,meghalaya,2019,3,south west khasi hills district,2009,2418047.871266484
6498,meghalaya,2019,3,west garo hills district,45652,90390851.3262687
6499,meghalaya,2019,3,south garo hills district,4768,7846736.258536675
6500,meghalaya,2019,3,east jaintia hills district,28604,50090916.58164
6501,meghalaya,2019,3,south west garo hills district,6405,9676872.049848383
6502,meghalaya,2019,3,east khasi hills district,156970,344129503.4634751
6503,meghalaya,2019,3,east garo hills district,5970,8134689.123280492
6504,meghalaya,2019,3,ribhoi district,36292,73979318.03570686
6505,meghalaya,2019,3,west jaintia hills district,8947,11292434.23987686
6506,meghalaya,2019,3,west khasi hills district,4604,6779362.1133165285
6507,meghalaya,2019,2,north garo hills district,3804,4329558.19180281
6508,meghalaya,2019,2,south west khasi hills district,1152,2679006.93031867
6509,meghalaya,2019,2,west garo hills district,32077,70701852.43602182
6510,meghalaya,2019,2,south garo hills district,3048,7076537.051932728
6511,meghalaya,2019,2,east jaintia hills district,21325,43624217.35616365
6512,meghalaya,2019,2,south west garo hills district,4563,6981663.150095232
6513,meghalaya,2019,2,east khasi hills district,126665,274701980.60370815
6514,meghalaya,2019,2,east garo hills district,3926,6785815.738085165
6515,meghalaya,2019,2,ribhoi district,27488,61625177.51082603
6516,meghalaya,2019,2,west jaintia hills district,5226,9713762.898637522
6517,meghalaya,2019,2,west khasi hills district,3012,4711717.239687435
6518,meghalaya,2019,1,north garo hills district,3816,4016398.1062618718
6519,meghalaya,2019,1,south west khasi hills district,1267,2118829.321976449
6520,meghalaya,2019,1,west garo hills district,30087,58548564.16871373
6521,meghalaya,2019,1,south garo hills district,3146,7486873.33081286
6522,meghalaya,2019,1,east jaintia hills district,25054,46007520.563187
6523,meghalaya,2019,1,south west garo hills district,3819,4558241.545395774
6524,meghalaya,2019,1,east khasi hills district,101662,201352082.70276013
6525,meghalaya,2019,1,east garo hills district,3529,6495149.290021526
6526,meghalaya,2019,1,ribhoi district,27304,55813436.16699861
6527,meghalaya,2019,1,west jaintia hills district,5411,7594602.551824972
6528,meghalaya,2019,1,west khasi hills district,3646,5045464.405482588
6529,meghalaya,2019,4,north garo hills district,8449,11018090.113242699
6530,meghalaya,2019,4,south west khasi hills district,2753,4185672.1333535854
6531,meghalaya,2019,4,west garo hills district,51137,104063298.18537539
6532,meghalaya,2019,4,south garo hills district,7020,9901296.404344358
6533,meghalaya,2019,4,east jaintia hills district,31575,61615652.49744396
6534,meghalaya,2019,4,south west garo hills district,7301,11722163.47943544
6535,meghalaya,2019,4,east khasi hills district,189936,413649820.0310262
6536,meghalaya,2019,4,east garo hills district,7811,11523924.1048165
6537,meghalaya,2019,4,ribhoi district,42953,90622918.2855494
6538,meghalaya,2019,4,west jaintia hills district,11750,16126169.373071242
6539,meghalaya,2019,4,west khasi hills district,5296,8007467.18256015
6540,meghalaya,2020,3,north garo hills district,17943,23618250.656932063
6541,meghalaya,2020,3,south west khasi hills district,5942,8330565.372560624
6542,meghalaya,2020,3,west garo hills district,117550,249575864.65120554
6543,meghalaya,2020,3,south garo hills district,17171,23368652.17951659
6544,meghalaya,2020,3,east jaintia hills district,52534,99669877.91499355
6545,meghalaya,2020,3,south west garo hills district,19536,31848167.460986283
6546,meghalaya,2020,3,east khasi hills district,239307,571789473.606595
6547,meghalaya,2020,3,east garo hills district,19353,30405909.1461664
6548,meghalaya,2020,3,ribhoi district,64590,138771339.65408337
6549,meghalaya,2020,3,west jaintia hills district,28622,39860361.23642549
6550,meghalaya,2020,3,west khasi hills district,15031,19820539.503571287
6551,meghalaya,2020,2,north garo hills district,19393,16949021.845094834
6552,meghalaya,2020,2,south west khasi hills district,5952,5344985.9066313775
6553,meghalaya,2020,2,west garo hills district,107355,178844205.7463917
6554,meghalaya,2020,2,south garo hills district,15934,18498464.712551523
6555,meghalaya,2020,2,east jaintia hills district,50077,79110098.89726548
6556,meghalaya,2020,2,south west garo hills district,20761,21835410.25373499
6557,meghalaya,2020,2,east khasi hills district,294655,669450297.8938913
6558,meghalaya,2020,2,east garo hills district,19865,19379120.258930385
6559,meghalaya,2020,2,ribhoi district,60451,108416383.1511733
6560,meghalaya,2020,2,west jaintia hills district,26041,22356066.44251103
6561,meghalaya,2020,2,west khasi hills district,14911,13551099.230221383
6562,meghalaya,2020,1,north garo hills district,9622,11664668.291425837
6563,meghalaya,2020,1,south west khasi hills district,3516,5420604.457110439
6564,meghalaya,2020,1,west garo hills district,65263,130098803.74893945
6565,meghalaya,2020,1,south garo hills district,10483,11902327.507517824
6566,meghalaya,2020,1,east jaintia hills district,36855,76021760.04400355
6567,meghalaya,2020,1,south west garo hills district,10582,14322530.890240094
6568,meghalaya,2020,1,east khasi hills district,280817,712010339.1765578
6569,meghalaya,2020,1,east garo hills district,10003,15050504.879497694
6570,meghalaya,2020,1,ribhoi district,51789,109400759.46669218
6571,meghalaya,2020,1,west jaintia hills district,15784,22057088.945124794
6572,meghalaya,2020,1,west khasi hills district,7569,12185453.500704024
6573,meghalaya,2020,4,north garo hills district,22048,36801863.778283074
6574,meghalaya,2020,4,south west khasi hills district,7330,18169052.922343686
6575,meghalaya,2020,4,west garo hills district,149536,362364387.96744514
6576,meghalaya,2020,4,south garo hills district,22487,34586748.626706876
6577,meghalaya,2020,4,east jaintia hills district,65059,162952261.01543325
6578,meghalaya,2020,4,south west garo hills district,24078,49584665.87626748
6579,meghalaya,2020,4,east khasi hills district,298622,777719090.1611657
6580,meghalaya,2020,4,east garo hills district,23262,41847990.164476685
6581,meghalaya,2020,4,ribhoi district,90879,223682008.03015277
6582,meghalaya,2020,4,west jaintia hills district,32267,55102701.174963415
6583,meghalaya,2020,4,west khasi hills district,18440,41431802.48173465
6584,meghalaya,2018,3,north garo hills district,2271,1976480.2056813869
6585,meghalaya,2018,3,south west khasi hills district,1032,1016289.6491765348
6586,meghalaya,2018,3,west garo hills district,17911,31488596.43937725
6587,meghalaya,2018,3,south garo hills district,2110,2467349.2565310476
6588,meghalaya,2018,3,east jaintia hills district,11397,22683448.874125846
6589,meghalaya,2018,3,south west garo hills district,2740,4294444.447825844
6590,meghalaya,2018,3,east khasi hills district,54015,111173160.26256448
6591,meghalaya,2018,3,east garo hills district,1323,1963470.7809556075
6592,meghalaya,2018,3,ribhoi district,13023,26072883.30165547
6593,meghalaya,2018,3,west jaintia hills district,3240,4571330.11958733
6594,meghalaya,2018,3,west khasi hills district,1228,2146208.196912882
6595,meghalaya,2018,2,north garo hills district,1403,1278347.188045342
6596,meghalaya,2018,2,south west khasi hills district,396,311487.1929993931
6597,meghalaya,2018,2,west garo hills district,10651,19685429.154264543
6598,meghalaya,2018,2,south garo hills district,1103,1553253.9322072896
6599,meghalaya,2018,2,east jaintia hills district,6004,13059945.843045246
6600,meghalaya,2018,2,south west garo hills district,1767,1724404.6747075585
6601,meghalaya,2018,2,east khasi hills district,33966,61180700.479729906
6602,meghalaya,2018,2,east garo hills district,832,1032161.1690227182
6603,meghalaya,2018,2,ribhoi district,8761,14181827.919832248
6604,meghalaya,2018,2,west jaintia hills district,2232,2312980.3326936862
6605,meghalaya,2018,2,west khasi hills district,742,684129.9552836155
6606,meghalaya,2018,1,north garo hills district,922,652554.6654640209
6607,meghalaya,2018,1,south west khasi hills district,319,489330.8331522482
6608,meghalaya,2018,1,west garo hills district,7660,9199200.848858135
6609,meghalaya,2018,1,south garo hills district,705,807410.0407250253
6610,meghalaya,2018,1,east jaintia hills district,4896,8299361.376028441
6611,meghalaya,2018,1,south west garo hills district,798,1015597.2351604333
6612,meghalaya,2018,1,east khasi hills district,23283,31807959.175373342
6613,meghalaya,2018,1,east garo hills district,749,781579.3759249721
6614,meghalaya,2018,1,ribhoi district,6029,8736566.953918608
6615,meghalaya,2018,1,west jaintia hills district,3131,2812937.948004551
6616,meghalaya,2018,1,west khasi hills district,1079,1647761.3372907462
6617,meghalaya,2018,4,north garo hills district,4011,4590211.2600644585
6618,meghalaya,2018,4,south west khasi hills district,1518,2669874.2649973836
6619,meghalaya,2018,4,west garo hills district,29000,52674487.37349704
6620,meghalaya,2018,4,south garo hills district,3037,6001319.0968858795
6621,meghalaya,2018,4,east jaintia hills district,20614,37885027.674247645
6622,meghalaya,2018,4,south west garo hills district,3950,4531236.407859931
6623,meghalaya,2018,4,east khasi hills district,70386,167808906.77955163
6624,meghalaya,2018,4,east garo hills district,2808,5832920.4836901445
6625,meghalaya,2018,4,ribhoi district,18294,42066652.872822896
6626,meghalaya,2018,4,west jaintia hills district,4693,7562803.76113517
6627,meghalaya,2018,4,west khasi hills district,2821,5962239.029920495
6628,meghalaya,2021,3,north garo hills district,30790,56346103.9411427
6629,meghalaya,2021,3,south west khasi hills district,8524,20862237.488949515
6630,meghalaya,2021,3,west garo hills district,207635,550868915.1603698
6631,meghalaya,2021,3,south garo hills district,23378,50417337.27842516
6632,meghalaya,2021,3,east jaintia hills district,103142,254116660.02417076
6633,meghalaya,2021,3,south west garo hills district,28662,59140851.35546415
6634,meghalaya,2021,3,east khasi hills district,475308,1267820067.2649465
6635,meghalaya,2021,3,east garo hills district,29654,54695590.9177565
6636,meghalaya,2021,3,ribhoi district,135524,337135306.83131677
6637,meghalaya,2021,3,west jaintia hills district,37590,71888903.2617979
6638,meghalaya,2021,3,west khasi hills district,17524,45708478.00363463
6639,meghalaya,2021,2,north garo hills district,25028,37984069.23193223
6640,meghalaya,2021,2,south west khasi hills district,7218,17922261.886446185
6641,meghalaya,2021,2,west garo hills district,174186,437555569.84538835
6642,meghalaya,2021,2,south garo hills district,21894,48819031.9572919
6643,meghalaya,2021,2,east jaintia hills district,87223,205906820.910982
6644,meghalaya,2021,2,south west garo hills district,24491,47526700.8985536
6645,meghalaya,2021,2,east khasi hills district,386773,994348113.9313933
6646,meghalaya,2021,2,east garo hills district,24431,42603145.83447135
6647,meghalaya,2021,2,ribhoi district,111231,265892507.53668693
6648,meghalaya,2021,2,west jaintia hills district,30529,53732989.3560653
6649,meghalaya,2021,2,west khasi hills district,16590,41326043.50138934
6650,meghalaya,2021,1,north garo hills district,18850,37908696.16305937
6651,meghalaya,2021,1,south west khasi hills district,6212,18881726.278145123
6652,meghalaya,2021,1,west garo hills district,133362,370492803.5429464
6653,meghalaya,2021,1,south garo hills district,19054,44351833.9562286
6654,meghalaya,2021,1,east jaintia hills district,70732,205454314.7964044
6655,meghalaya,2021,1,south west garo hills district,18591,41861206.69737828
6656,meghalaya,2021,1,east khasi hills district,322156,915771307.2291536
6657,meghalaya,2021,1,east garo hills district,18473,40212217.23708049
6658,meghalaya,2021,1,ribhoi district,98957,266571316.12978175
6659,meghalaya,2021,1,west jaintia hills district,24312,53826602.11269104
6660,meghalaya,2021,1,west khasi hills district,16947,60183253.84696514
6661,meghalaya,2021,4,north garo hills district,38565,88113799.75521982
6662,meghalaya,2021,4,south west khasi hills district,12151,47472032.66584644
6663,meghalaya,2021,4,west garo hills district,261543,746098768.1324025
6664,meghalaya,2021,4,south garo hills district,28989,89662812.04398018
6665,meghalaya,2021,4,east jaintia hills district,140522,371541323.51234245
6666,meghalaya,2021,4,south west garo hills district,35153,76249072.06112294
6667,meghalaya,2021,4,east khasi hills district,602012,1647841435.7937279
6668,meghalaya,2021,4,east garo hills district,37744,79675265.12123142
6669,meghalaya,2021,4,ribhoi district,210094,495239611.12453955
6670,meghalaya,2021,4,west jaintia hills district,43460,98276171.06270258
6671,meghalaya,2021,4,west khasi hills district,29960,108595108.91303807
6672,meghalaya,2022,3,north garo hills district,48727,107884419.5564478
6673,meghalaya,2022,3,south west khasi hills district,13340,47102262.07706757
6674,meghalaya,2022,3,west garo hills district,508052,1283479556.4130952
6675,meghalaya,2022,3,south garo hills district,35206,88310719.84102407
6676,meghalaya,2022,3,east jaintia hills district,241204,633317484.0750391
6677,meghalaya,2022,3,south west garo hills district,48898,121831916.0453497
6678,meghalaya,2022,3,east khasi hills district,2924522,6137770373.209272
6679,meghalaya,2022,3,east garo hills district,47047,99390252.25463584
6680,meghalaya,2022,3,ribhoi district,400075,825278960.5336027
6681,meghalaya,2022,3,west jaintia hills district,62798,171112837.01348788
6682,meghalaya,2022,3,west khasi hills district,29296,87822016.10251653
6683,meghalaya,2022,2,north garo hills district,44965,92496675.79074751
6684,meghalaya,2022,2,south west khasi hills district,13571,49978363.076969974
6685,meghalaya,2022,2,west garo hills district,392151,1150602954.6389537
6686,meghalaya,2022,2,south garo hills district,33680,92292848.0663783
6687,meghalaya,2022,2,east jaintia hills district,193196,502640751.7922024
6688,meghalaya,2022,2,south west garo hills district,43006,118240788.9357543
6689,meghalaya,2022,2,east khasi hills district,853333,2156500112.108344
6690,meghalaya,2022,2,east garo hills district,46150,106793207.7940663
6691,meghalaya,2022,2,ribhoi district,337102,755786725.0698186
6692,meghalaya,2022,2,west jaintia hills district,56272,152394109.72808385
6693,meghalaya,2022,2,west khasi hills district,31223,103764884.88347428
6694,meghalaya,2022,1,north garo hills district,42030,87894203.47088854
6695,meghalaya,2022,1,south west khasi hills district,14208,62450373.141422085
6696,meghalaya,2022,1,west garo hills district,325791,991586557.2279948
6697,meghalaya,2022,1,south garo hills district,43827,166412749.63292435
6698,meghalaya,2022,1,east jaintia hills district,169484,496156278.43872654
6699,meghalaya,2022,1,south west garo hills district,39644,98249285.49958462
6700,meghalaya,2022,1,east khasi hills district,653082,1762837936.3129022
6701,meghalaya,2022,1,east garo hills district,42878,97659034.30770612
6702,meghalaya,2022,1,ribhoi district,257923,624403404.8028624
6703,meghalaya,2022,1,west jaintia hills district,49196,126597671.42735201
6704,meghalaya,2022,1,west khasi hills district,36687,148090837.06952718
6705,meghalaya,2022,4,north garo hills district,59149,130072498.39208946
6706,meghalaya,2022,4,south west khasi hills district,16773,61873256.01063821
6707,meghalaya,2022,4,west garo hills district,612945,1565478827.2720146
6708,meghalaya,2022,4,south garo hills district,47478,134393051.37739396
6709,meghalaya,2022,4,east jaintia hills district,252554,698736182.2686266
6710,meghalaya,2022,4,south west garo hills district,59231,150334364.85984027
6711,meghalaya,2022,4,east khasi hills district,2285868,4886013367.030626
6712,meghalaya,2022,4,east garo hills district,59445,143293321.8148586
6713,meghalaya,2022,4,ribhoi district,416100,855262410.3336376
6714,meghalaya,2022,4,west jaintia hills district,81501,229129661.89603108
6715,meghalaya,2022,4,west khasi hills district,41404,141954215.09290665
6716,odisha,2019,3,rayagada district,376394,767666276.6532172
6717,odisha,2019,3,koraput district,353450,819578530.4873664
6718,odisha,2019,3,malkangiri district,89976,196389555.9927202
6719,odisha,2019,3,sambalpur district,753215,1086288716.854814
6720,odisha,2019,3,kalahandi district,409951,705204074.2370496
6721,odisha,2019,3,anugul district,916878,1372415071.347659
6722,odisha,2019,3,ganjam district,1689894,3154919760.2279887
6723,odisha,2019,3,jajapur district,1763488,2029201892.6835146
6724,odisha,2019,3,bargarh district,399644,634553845.35181
6725,odisha,2019,3,dhenkanal district,798967,949131450.4318355
6726,odisha,2019,3,bhadrak district,1061299,1329983572.7403765
6727,odisha,2019,3,nuapada district,109425,218116599.9378627
6728,odisha,2019,3,kendujhar district,1226918,1617148718.999577
6729,odisha,2019,3,mayurbhanj district,694198,923239649.3263234
6730,odisha,2019,3,jharsuguda district,471902,850967438.6626351
6731,odisha,2019,3,kandhamal district,153216,281375741.2826705
6732,odisha,2019,3,deogarh district,80214,128900414.43567635
6733,odisha,2019,3,sundargarh district,1085480,1653794140.1211014
6734,odisha,2019,3,jagatsinghapur district,851671,1026487175.9802848
6735,odisha,2019,3,balangir district,449364,855603215.9304413
6736,odisha,2019,3,baleshwar district,1845986,2136997579.0817952
6737,odisha,2019,3,puri district,1500762,1624951778.3543258
6738,odisha,2019,3,sonepur district,264052,362861784.21083355
6739,odisha,2019,3,khordha district,18364742,25509656902.49331
6740,odisha,2019,3,boudh district,163537,197907021.9060244
6741,odisha,2019,3,gajapati district,177790,305317973.3723446
6742,odisha,2019,3,nayagarh district,634614,719659519.0129741
6743,odisha,2019,3,nabarangpur district,154122,326011025.21638674
6744,odisha,2019,3,kendrapara district,734359,980897393.1448151
6745,odisha,2019,3,cuttack district,3846764,4539350540.746681
6746,odisha,2019,2,rayagada district,280709,656526617.7743134
6747,odisha,2019,2,koraput district,264946,697680672.1443019
6748,odisha,2019,2,malkangiri district,63662,163577949.03581494
6749,odisha,2019,2,sambalpur district,555196,876350025.865391
6750,odisha,2019,2,kalahandi district,313155,566971135.6188346
6751,odisha,2019,2,anugul district,656270,1100526633.6700115
6752,odisha,2019,2,ganjam district,1557000,2952122343.4128723
6753,odisha,2019,2,jajapur district,1116157,1615320702.0190089
6754,odisha,2019,2,bargarh district,307078,521508061.5031182
6755,odisha,2019,2,dhenkanal district,599263,794892139.9110959
6756,odisha,2019,2,bhadrak district,793895,1136520159.8199663
6757,odisha,2019,2,nuapada district,85666,183804523.48156023
6758,odisha,2019,2,kendujhar district,778337,1270398763.2721443
6759,odisha,2019,2,mayurbhanj district,579915,822899498.9777604
6760,odisha,2019,2,jharsuguda district,379831,720310010.8218305
6761,odisha,2019,2,kandhamal district,122464,238768483.16886765
6762,odisha,2019,2,deogarh district,72026,116813754.21692091
6763,odisha,2019,2,sundargarh district,769791,1356881694.2599456
6764,odisha,2019,2,jagatsinghapur district,575539,819445698.642421
6765,odisha,2019,2,balangir district,347205,692317084.1134429
6766,odisha,2019,2,baleshwar district,1260994,1740194783.6891394
6767,odisha,2019,2,puri district,808325,1052200875.2230995
6768,odisha,2019,2,sonepur district,177313,309467845.15625936
6769,odisha,2019,2,khordha district,13339889,19006076643.493904
6770,odisha,2019,2,boudh district,104159,155807378.12670165
6771,odisha,2019,2,gajapati district,135005,282761898.15176636
6772,odisha,2019,2,nayagarh district,478845,591354095.869525
6773,odisha,2019,2,nabarangpur district,111246,270059798.7114527
6774,odisha,2019,2,kendrapara district,588898,847545177.3492131
6775,odisha,2019,2,cuttack district,2289245,3195750424.172798
6776,odisha,2019,1,rayagada district,340244,595120420.4162832
6777,odisha,2019,1,koraput district,316520,630823035.7838995
6778,odisha,2019,1,malkangiri district,70405,160691430.78001356
6779,odisha,2019,1,sambalpur district,895013,918259581.0629485
6780,odisha,2019,1,kalahandi district,431549,586265031.5428826
6781,odisha,2019,1,anugul district,1023176,1083105252.400957
6782,odisha,2019,1,ganjam district,2226839,2660856143.34366
6783,odisha,2019,1,jajapur district,2005354,1597716033.1140456
6784,odisha,2019,1,bargarh district,461241,528962055.1266706
6785,odisha,2019,1,dhenkanal district,1112474,855542150.6448644
6786,odisha,2019,1,bhadrak district,1224209,1137735927.030436
6787,odisha,2019,1,nuapada district,108374,179419439.00628442
6788,odisha,2019,1,kendujhar district,1099272,1219690306.823368
6789,odisha,2019,1,mayurbhanj district,839604,818274530.2355882
6790,odisha,2019,1,jharsuguda district,564885,714563396.0299269
6791,odisha,2019,1,kandhamal district,162039,223691661.64638668
6792,odisha,2019,1,deogarh district,115802,116546935.48252225
6793,odisha,2019,1,sundargarh district,923180,1246173000.5323277
6794,odisha,2019,1,jagatsinghapur district,1002784,836101925.5451324
6795,odisha,2019,1,balangir district,508744,735304021.8803861
6796,odisha,2019,1,baleshwar district,2052883,1780121522.7942672
6797,odisha,2019,1,puri district,1300890,1292024780.4366007
6798,odisha,2019,1,sonepur district,280808,316438049.4707992
6799,odisha,2019,1,khordha district,9928652,10292381463.86045
6800,odisha,2019,1,boudh district,172499,182312483.2199381
6801,odisha,2019,1,gajapati district,167455,244816781.83949018
6802,odisha,2019,1,nayagarh district,755115,600356133.5273821
6803,odisha,2019,1,nabarangpur district,144603,281842707.2121133
6804,odisha,2019,1,kendrapara district,953388,845608921.7750068
6805,odisha,2019,1,cuttack district,2843941,2746382808.134754
6806,odisha,2019,4,rayagada district,550178,1109322132.7707095
6807,odisha,2019,4,koraput district,494293,1209747441.0287023
6808,odisha,2019,4,malkangiri district,133235,322448354.4155744
6809,odisha,2019,4,sambalpur district,1116191,1490849495.7650275
6810,odisha,2019,4,kalahandi district,639494,1028034741.0202825
6811,odisha,2019,4,anugul district,1366993,1943880255.5758097
6812,odisha,2019,4,ganjam district,2682447,4526321215.890192
6813,odisha,2019,4,jajapur district,2717947,2951249575.9169297
6814,odisha,2019,4,bargarh district,713094,951985689.607422
6815,odisha,2019,4,dhenkanal district,1550560,1418903993.556759
6816,odisha,2019,4,bhadrak district,1978353,1972793936.5333765
6817,odisha,2019,4,nuapada district,167314,340951304.7500589
6818,odisha,2019,4,kendujhar district,2031166,2048009647.964933
6819,odisha,2019,4,mayurbhanj district,1161522,1247673917.9390252
6820,odisha,2019,4,jharsuguda district,652637,1157694298.6700208
6821,odisha,2019,4,kandhamal district,233830,413746856.4352374
6822,odisha,2019,4,deogarh district,129619,186540867.93405515
6823,odisha,2019,4,sundargarh district,1500297,2290633492.940537
6824,odisha,2019,4,jagatsinghapur district,1335182,1488084640.2449114
6825,odisha,2019,4,balangir district,687750,1280487371.8376715
6826,odisha,2019,4,baleshwar district,3904913,2998071243.256762
6827,odisha,2019,4,puri district,2203098,2409106457.318024
6828,odisha,2019,4,sonepur district,496342,541430418.2319663
6829,odisha,2019,4,khordha district,27477393,34227232121.528633
6830,odisha,2019,4,boudh district,254637,312738553.0520179
6831,odisha,2019,4,gajapati district,251711,458723675.8489066
6832,odisha,2019,4,nayagarh district,1216377,1112909587.3624873
6833,odisha,2019,4,nabarangpur district,225429,577013731.8257252
6834,odisha,2019,4,kendrapara district,1340023,1483548006.277824
6835,odisha,2019,4,cuttack district,5783608,6269240606.549929
6836,odisha,2020,3,rayagada district,940395,2171461862.7580986
6837,odisha,2020,3,koraput district,892903,2239193172.260001
6838,odisha,2020,3,malkangiri district,279070,656924030.3406456
6839,odisha,2020,3,sambalpur district,1337354,2335225267.124839
6840,odisha,2020,3,kalahandi district,963695,1807514657.1636548
6841,odisha,2020,3,anugul district,1744600,3343482976.3347354
6842,odisha,2020,3,ganjam district,3839868,7953863604.839375
6843,odisha,2020,3,jajapur district,2999596,5158572435.142748
6844,odisha,2020,3,bargarh district,830854,1694097974.727478
6845,odisha,2020,3,dhenkanal district,1383673,2367632360.986941
6846,odisha,2020,3,bhadrak district,2028722,3426773014.8613324
6847,odisha,2020,3,nuapada district,274431,614356415.8543423
6848,odisha,2020,3,kendujhar district,2057809,3776890615.14137
6849,odisha,2020,3,mayurbhanj district,1442159,2333381596.6676884
6850,odisha,2020,3,jharsuguda district,1058263,1905020608.66538
6851,odisha,2020,3,kandhamal district,642484,1335599297.787261
6852,odisha,2020,3,deogarh district,183525,361669508.7964552
6853,odisha,2020,3,sundargarh district,2196403,3933817517.0151653
6854,odisha,2020,3,jagatsinghapur district,1718846,2892836563.407177
6855,odisha,2020,3,balangir district,985190,2034115762.7420158
6856,odisha,2020,3,baleshwar district,2923704,5216210715.3624935
6857,odisha,2020,3,puri district,2508367,3947100295.177196
6858,odisha,2020,3,sonepur district,381251,809172723.1178588
6859,odisha,2020,3,khordha district,23387123,44638448273.52248
6860,odisha,2020,3,boudh district,254628,545058074.0596836
6861,odisha,2020,3,gajapati district,438029,1022242584.1231097
6862,odisha,2020,3,nayagarh district,1150471,1872504494.580644
6863,odisha,2020,3,nabarangpur district,410817,953944775.823143
6864,odisha,2020,3,kendrapara district,1718709,2843601668.3324695
6865,odisha,2020,3,cuttack district,5060890,8273230957.575866
6866,odisha,2020,2,rayagada district,729797,1650075972.3540688
6867,odisha,2020,2,koraput district,701471,1684147260.0748496
6868,odisha,2020,2,malkangiri district,237062,505736982.3899178
6869,odisha,2020,2,sambalpur district,1027708,1711599706.905475
6870,odisha,2020,2,kalahandi district,809132,1488536209.721948
6871,odisha,2020,2,anugul district,1343647,2479132333.7187643
6872,odisha,2020,2,ganjam district,2890005,5465974236.170576
6873,odisha,2020,2,jajapur district,2289121,3594755068.4098186
6874,odisha,2020,2,bargarh district,691248,1303406945.1623073
6875,odisha,2020,2,dhenkanal district,1131904,1842085944.2675903
6876,odisha,2020,2,bhadrak district,1596539,2600823926.195097
6877,odisha,2020,2,nuapada district,242495,513555457.6037278
6878,odisha,2020,2,kendujhar district,1613148,2773560564.5270324
6879,odisha,2020,2,mayurbhanj district,1179036,1742769226.7353773
6880,odisha,2020,2,jharsuguda district,827189,1432120073.5978777
6881,odisha,2020,2,kandhamal district,352412,637452864.4548341
6882,odisha,2020,2,deogarh district,159575,292751431.02703243
6883,odisha,2020,2,sundargarh district,1703737,2767383294.981725
6884,odisha,2020,2,jagatsinghapur district,1319261,2052533021.7400928
6885,odisha,2020,2,balangir district,810788,1606404798.2724493
6886,odisha,2020,2,baleshwar district,2140956,3546636201.588075
6887,odisha,2020,2,puri district,1909766,2861457530.8475657
6888,odisha,2020,2,sonepur district,340991,726143280.9609615
6889,odisha,2020,2,khordha district,16842715,34814877058.41614
6890,odisha,2020,2,boudh district,215816,477555378.4481401
6891,odisha,2020,2,gajapati district,338142,705704082.2520387
6892,odisha,2020,2,nayagarh district,937866,1462497686.3507159
6893,odisha,2020,2,nabarangpur district,349727,831289714.099038
6894,odisha,2020,2,kendrapara district,1332607,2031155809.389162
6895,odisha,2020,2,cuttack district,3964715,6130914551.43539
6896,odisha,2020,1,rayagada district,663128,1477428119.1390314
6897,odisha,2020,1,koraput district,592534,1499069454.0581412
6898,odisha,2020,1,malkangiri district,181586,470844271.20852065
6899,odisha,2020,1,sambalpur district,1113759,1737396143.7868922
6900,odisha,2020,1,kalahandi district,664969,1321645511.002597
6901,odisha,2020,1,anugul district,1176601,2199325035.222316
6902,odisha,2020,1,ganjam district,2622872,5351713624.577465
6903,odisha,2020,1,jajapur district,2166952,3390103391.1967616
6904,odisha,2020,1,bargarh district,589393,1108945715.4864137
6905,odisha,2020,1,dhenkanal district,1043514,1661118753.4586196
6906,odisha,2020,1,bhadrak district,1450538,2346314618.120599
6907,odisha,2020,1,nuapada district,185560,449826625.3323068
6908,odisha,2020,1,kendujhar district,1413416,2398684449.974683
6909,odisha,2020,1,mayurbhanj district,1016860,1482459556.842404
6910,odisha,2020,1,jharsuguda district,700840,1269976277.2419264
6911,odisha,2020,1,kandhamal district,243339,464298902.2308825
6912,odisha,2020,1,deogarh district,124611,248576105.90038487
6913,odisha,2020,1,sundargarh district,1644012,2694884103.726101
6914,odisha,2020,1,jagatsinghapur district,1127051,1771679500.0746913
6915,odisha,2020,1,balangir district,683817,1531878718.6190534
6916,odisha,2020,1,baleshwar district,2303973,3252830642.849325
6917,odisha,2020,1,puri district,1788019,2673428317.4419956
