,State,Year,Quarter,District,count,amount
2287,telangana,2020,4,jaya shankar bhalupally district,2144371,5358552576.958319
2288,telangana,2020,4,warangal urban district,11918795,25712185991.211586
2289,telangana,2020,4,rangareddy district,53405219,89256130453.08656
2290,telangana,2020,4,hyderabad district,117008707,243045184188.28207
2291,telangana,2020,4,suryapet district,4322234,10332732240.89793
2292,telangana,2020,4,jogulamba gadwal district,1815083,4716814930.788986
2293,telangana,2020,4,kamareddy district,3045875,7470236114.994878
2294,telangana,2020,4,mulugu district,1080109,2751716832.141886
2295,telangana,2020,4,medchal malkajgiri district,49900746,81801106073.41167
2296,telangana,2020,4,karimnagar district,6853847,15369367186.015852
2297,telangana,2020,4,mancherial district,5086014,10978959291.406088
2298,telangana,2020,4,siddipet district,5009319,11662960489.776716
2299,telangana,2020,4,khammam district,7035947,16464448770.047258
2300,telangana,2018,3,narayanpet district,64340,118885419.59930772
2301,telangana,2018,3,nalgonda district,336447,645159574.9435833
2302,telangana,2018,3,jangaon district,146075,200582619.240067
2303,telangana,2018,3,bhadradri kothagudem district,269836,597006763.4882138
2304,telangana,2018,3,warangal rural district,252723,231352138.6100927
2305,telangana,2018,3,kumuram bheem asifabad district,65966,96999114.92917183
2306,telangana,2018,3,nizamabad district,236227,500986414.16078365
2307,telangana,2018,3,adilabad district,82446,147924241.56173068
2308,telangana,2018,3,rajanna sircilla district,139296,252835234.79050454
2309,telangana,2018,3,nagarkurnool district,145768,329169979.6499027
2310,telangana,2018,3,peddapalle district,334825,548785775.8472054
2311,telangana,2018,3,nirmal district,594160,443226269.8771687
2312,telangana,2018,3,mahabubabad district,121114,192701061.46284273
2313,telangana,2018,3,sangareddy district,545979,1010420934.8381689
2314,telangana,2018,3,wanaparthy district,100020,216332721.70536387
2315,telangana,2018,3,vikarabad district,129624,235307091.56088716
2316,telangana,2018,3,jagtial district,178792,297447637.5977055
2317,telangana,2018,3,yadadri bhuvanagiri district,229027,405998913.44494295
2318,telangana,2018,3,medak district,121635,210873693.17207193
2319,telangana,2018,3,mahbubnagar district,192249,366312876.89418334
2320,telangana,2018,3,jaya shankar bhalupally district,105682,230411969.4996421
2321,telangana,2018,3,warangal urban district,952314,1158736730.452106
2322,telangana,2018,3,rangareddy district,3664948,6264254849.276553
2323,telangana,2018,3,hyderabad district,5786941,9503554478.108147
2324,telangana,2018,3,suryapet district,192967,383135272.8857628
2325,telangana,2018,3,jogulamba gadwal district,84122,156030687.5594576
2326,telangana,2018,3,kamareddy district,143897,253015072.01284927
2327,telangana,2018,3,mulugu district,47313,93679044.09567732
2328,telangana,2018,3,medchal malkajgiri district,2684484,4630531106.973803
2329,telangana,2018,3,karimnagar district,567417,773038295.5637382
2330,telangana,2018,3,mancherial district,256904,445471278.85699046
2331,telangana,2018,3,siddipet district,259391,478439233.4826859
2332,telangana,2018,3,khammam district,299774,611486713.5820062
2333,telangana,2018,2,narayanpet district,47939,89720060.39030397
2334,telangana,2018,2,nalgonda district,246677,552006649.1379006
2335,telangana,2018,2,jangaon district,88566,159864210.6172798
2336,telangana,2018,2,bhadradri kothagudem district,189793,504562629.3259425
2337,telangana,2018,2,warangal rural district,118577,164179709.48779964
2338,telangana,2018,2,kumuram bheem asifabad district,46393,71492908.14953437
2339,telangana,2018,2,nizamabad district,176790,441558654.5928928
2340,telangana,2018,2,adilabad district,54205,111298713.58007899
2341,telangana,2018,2,rajanna sircilla district,82594,177087238.58279282
2342,telangana,2018,2,nagarkurnool district,113222,295093168.41172683
2343,telangana,2018,2,peddapalle district,214900,413454435.3323817
2344,telangana,2018,2,nirmal district,74066,173547534.12750036
2345,telangana,2018,2,mahabubabad district,91024,179040419.1403302
2346,telangana,2018,2,sangareddy district,370126,717109835.7001467
2347,telangana,2018,2,wanaparthy district,75180,187147837.5948974
2348,telangana,2018,2,vikarabad district,93946,183439927.22003388
2349,telangana,2018,2,jagtial district,109063,246501745.5451079
2350,telangana,2018,2,yadadri bhuvanagiri district,144108,291976845.0186141
2351,telangana,2018,2,medak district,91916,177030599.57923824
2352,telangana,2018,2,mahbubnagar district,133679,282509191.5883919
2353,telangana,2018,2,jaya shankar bhalupally district,75108,185124228.22453412
2354,telangana,2018,2,warangal urban district,385360,729207663.2999268
2355,telangana,2018,2,rangareddy district,1939856,4360690897.522385
2356,telangana,2018,2,hyderabad district,3156805,6628159910.681627
2357,telangana,2018,2,suryapet district,151331,348270594.81713736
2358,telangana,2018,2,jogulamba gadwal district,64504,121956513.7026067
2359,telangana,2018,2,kamareddy district,106971,220088004.12138897
2360,telangana,2018,2,mulugu district,34133,79124501.43852144
2361,telangana,2018,2,medchal malkajgiri district,1459884,3122661501.184857
2362,telangana,2018,2,karimnagar district,253264,526580356.2041131
2363,telangana,2018,2,mancherial district,158011,358913706.5436819
2364,telangana,2018,2,siddipet district,177205,385342488.413329
2365,telangana,2018,2,khammam district,239474,532458838.37570375
2366,telangana,2018,1,narayanpet district,38804,42264263.62486112
2367,telangana,2018,1,nalgonda district,204137,267825160.50370258
2368,telangana,2018,1,jangaon district,80758,81262680.16798872
2369,telangana,2018,1,bhadradri kothagudem district,129015,235828536.8619343
2370,telangana,2018,1,warangal rural district,104385,79204912.70098737
2371,telangana,2018,1,kumuram bheem asifabad district,26226,29592040.66740245
2372,telangana,2018,1,nizamabad district,140986,174181538.05729407
2373,telangana,2018,1,adilabad district,35960,51488627.32425585
2374,telangana,2018,1,rajanna sircilla district,68682,96136732.16955987
2375,telangana,2018,1,nagarkurnool district,83679,157664183.85690188
2376,telangana,2018,1,peddapalle district,169274,199610181.17809594
2377,telangana,2018,1,nirmal district,63804,86249120.42652902
2378,telangana,2018,1,mahabubabad district,73810,81345319.08381961
2379,telangana,2018,1,sangareddy district,291510,399236233.1575477
2380,telangana,2018,1,wanaparthy district,53432,93331113.3949422
2381,telangana,2018,1,vikarabad district,70973,97615071.47672468
2382,telangana,2018,1,jagtial district,93840,119523180.71461841
2383,telangana,2018,1,yadadri bhuvanagiri district,119620,154266151.70031404
2384,telangana,2018,1,medak district,74192,89096759.16651198
2385,telangana,2018,1,mahbubnagar district,96136,141574548.64248246
2386,telangana,2018,1,jaya shankar bhalupally district,53916,76221067.1244818
2387,telangana,2018,1,warangal urban district,349165,421074106.9897361
2388,telangana,2018,1,rangareddy district,1459174,2677304926.137567
2389,telangana,2018,1,hyderabad district,2545507,4287223789.76588
2390,telangana,2018,1,suryapet district,122502,149966933.68164492
2391,telangana,2018,1,jogulamba gadwal district,50179,62386167.39526133
2392,telangana,2018,1,kamareddy district,84914,101353626.96050598
2393,telangana,2018,1,mulugu district,26582,42538489.47995929
2394,telangana,2018,1,medchal malkajgiri district,1131530,1912837340.5006719
2395,telangana,2018,1,karimnagar district,224324,271526470.0733862
2396,telangana,2018,1,mancherial district,127357,184652405.3695281
2397,telangana,2018,1,siddipet district,144429,197965017.999628
2398,telangana,2018,1,khammam district,183964,245857422.18747443
2399,telangana,2018,4,narayanpet district,100907,202257814.50564235
2400,telangana,2018,4,nalgonda district,520637,1111613192.9887385
2401,telangana,2018,4,jangaon district,222293,346124038.98747087
2402,telangana,2018,4,bhadradri kothagudem district,362410,918355288.6277654
2403,telangana,2018,4,warangal rural district,262203,336634711.5174851
2404,telangana,2018,4,kumuram bheem asifabad district,97325,160813736.5722501
2405,telangana,2018,4,nizamabad district,370417,926234374.6704977
2406,telangana,2018,4,adilabad district,118804,247273348.00211674
2407,telangana,2018,4,rajanna sircilla district,185776,395621217.05300003
2408,telangana,2018,4,nagarkurnool district,222915,573964533.5419515
2409,telangana,2018,4,peddapalle district,390467,777939864.6081892
2410,telangana,2018,4,nirmal district,202583,388513382.9418751
2411,telangana,2018,4,mahabubabad district,200557,341056970.7816761
2412,telangana,2018,4,sangareddy district,868099,1617023609.7333188
2413,telangana,2018,4,wanaparthy district,140124,317042568.60526896
2414,telangana,2018,4,vikarabad district,193959,380435826.31128454
2415,telangana,2018,4,jagtial district,257697,472342175.39294535
2416,telangana,2018,4,yadadri bhuvanagiri district,323192,679809155.5793705
2417,telangana,2018,4,medak district,210913,383629859.52266073
2418,telangana,2018,4,mahbubnagar district,269148,570068792.8662198
2419,telangana,2018,4,jaya shankar bhalupally district,158929,360390222.87813485
2420,telangana,2018,4,warangal urban district,917418,1553820916.0367613
2421,telangana,2018,4,rangareddy district,5803319,9396311751.227482
2422,telangana,2018,4,hyderabad district,9360515,14727846731.548256
2423,telangana,2018,4,suryapet district,311173,651181371.4555665
2424,telangana,2018,4,jogulamba gadwal district,137597,248514480.20406926
2425,telangana,2018,4,kamareddy district,239765,478682154.9852499
2426,telangana,2018,4,mulugu district,64094,148653956.4218364
2427,telangana,2018,4,medchal malkajgiri district,4598129,7288821271.332444
2428,telangana,2018,4,karimnagar district,597642,1058366451.9186106
2429,telangana,2018,4,mancherial district,335091,666703141.0461617
2430,telangana,2018,4,siddipet district,414378,824913162.382491
2431,telangana,2018,4,khammam district,462678,958128373.8025743
2432,telangana,2021,3,narayanpet district,1866231,4774940526.25939
2433,telangana,2021,3,nalgonda district,11844124,26760618927.739136
2434,telangana,2021,3,jangaon district,4543161,9323782160.149391
2435,telangana,2021,3,bhadradri kothagudem district,8176066,18135807092.898582
2436,telangana,2021,3,warangal rural district,4443014,9287949664.12062
2437,telangana,2021,3,kumuram bheem asifabad district,2106478,3942987886.809449
2438,telangana,2021,3,nizamabad district,9331288,22809748582.059334
2439,telangana,2021,3,adilabad district,2630821,5478367906.889686
2440,telangana,2021,3,rajanna sircilla district,3381445,7695820233.395802
2441,telangana,2021,3,nagarkurnool district,5674815,13208290733.935995
2442,telangana,2021,3,peddapalle district,7647792,15215632332.166233
2443,telangana,2021,3,nirmal district,2881221,7695725936.471862
2444,telangana,2021,3,mahabubabad district,4261138,8803059150.714489
2445,telangana,2021,3,sangareddy district,18758999,33876669677.960114
2446,telangana,2021,3,wanaparthy district,2940519,7211167470.111839
2447,telangana,2021,3,vikarabad district,4239647,8826445969.78196
2448,telangana,2021,3,jagtial district,5294868,13500491629.987583
2449,telangana,2021,3,yadadri bhuvanagiri district,6990011,14856731507.023874
2450,telangana,2021,3,medak district,3824263,7874530429.994419
2451,telangana,2021,3,mahbubnagar district,6305580,13292231448.187187
2452,telangana,2021,3,jaya shankar bhalupally district,3033601,7101185779.855804
2453,telangana,2021,3,warangal urban district,20050897,41422180516.83781
2454,telangana,2021,3,rangareddy district,87884143,147772047919.14047
2455,telangana,2021,3,hyderabad district,262028284,479343321365.37256
2456,telangana,2021,3,suryapet district,7084587,16323643910.434517
2457,telangana,2021,3,jogulamba gadwal district,2868741,7342093816.797329
2458,telangana,2021,3,kamareddy district,4500228,9913123880.1505
2459,telangana,2021,3,mulugu district,1650210,4101683407.368558
2460,telangana,2021,3,medchal malkajgiri district,79514766,130838255095.6952
2461,telangana,2021,3,karimnagar district,10704240,23540118368.011086
2462,telangana,2021,3,mancherial district,7689749,15494076002.531456
2463,telangana,2021,3,siddipet district,7797337,17131036339.073977
2464,telangana,2021,3,khammam district,10938504,25395360624.334126
2465,telangana,2021,2,narayanpet district,1654354,4363288456.829841
2466,telangana,2021,2,nalgonda district,10161723,25305904142.337223
2467,telangana,2021,2,jangaon district,4101984,9097534046.327433
2468,telangana,2021,2,bhadradri kothagudem district,6854796,16726841230.68533
2469,telangana,2021,2,warangal rural district,4096643,9608357753.675695
2470,telangana,2021,2,kumuram bheem asifabad district,1750108,3616140631.8292265
2471,telangana,2021,2,nizamabad district,7753597,21755545090.473732
2472,telangana,2021,2,adilabad district,2085591,4963034633.522783
2473,telangana,2021,2,rajanna sircilla district,2831321,6928172010.622464
2474,telangana,2021,2,nagarkurnool district,4876420,12210795742.454664
2475,telangana,2021,2,peddapalle district,6670402,14414394127.107388
2476,telangana,2021,2,nirmal district,2400460,7249341788.021781
2477,telangana,2021,2,mahabubabad district,3894628,9057754916.76895
2478,telangana,2021,2,sangareddy district,14851128,28799723416.87831
2479,telangana,2021,2,wanaparthy district,2603925,6670336828.621043
2480,telangana,2021,2,vikarabad district,3556227,7761185953.963232
2481,telangana,2021,2,jagtial district,4428112,12612225820.950344
2482,telangana,2021,2,yadadri bhuvanagiri district,5848194,13244058903.996319
2483,telangana,2021,2,medak district,3415198,7629372343.577742
2484,telangana,2021,2,mahbubnagar district,5064194,11391442175.389671
2485,telangana,2021,2,jaya shankar bhalupally district,2675877,6859770059.015409
2486,telangana,2021,2,warangal urban district,15534189,35324332007.02503
2487,telangana,2021,2,rangareddy district,63155281,113987187628.93881
2488,telangana,2021,2,hyderabad district,212326623,424872741465.13696
2489,telangana,2021,2,suryapet district,6058271,15856636127.353405
2490,telangana,2021,2,jogulamba gadwal district,2339787,6421818499.090552
2491,telangana,2021,2,kamareddy district,3927221,10042472983.437822
2492,telangana,2021,2,mulugu district,1462923,4115582609.583652
2493,telangana,2021,2,medchal malkajgiri district,58755991,102864360004.68025
2494,telangana,2021,2,karimnagar district,8548354,20534233590.75627
2495,telangana,2021,2,mancherial district,6439833,13999260362.653545
2496,telangana,2021,2,siddipet district,6647863,15903147261.01064
2497,telangana,2021,2,khammam district,9096326,23771340184.86827
2498,telangana,2021,1,narayanpet district,1167125,3310846779.258506
2499,telangana,2021,1,nalgonda district,8018559,19628854223.156055
2500,telangana,2021,1,jangaon district,3112444,6973669289.332452
2501,telangana,2021,1,bhadradri kothagudem district,5386614,13659056643.17039
2502,telangana,2021,1,warangal rural district,3145714,7121440709.901886
2503,telangana,2021,1,kumuram bheem asifabad district,1378555,3157992830.7553616
2504,telangana,2021,1,nizamabad district,5831809,14665519256.295437
2505,telangana,2021,1,adilabad district,1676245,4215815167.282011
2506,telangana,2021,1,rajanna sircilla district,2140974,5260861081.591412
2507,telangana,2021,1,nagarkurnool district,3694212,10257144532.350464
2508,telangana,2021,1,peddapalle district,5112755,10786831118.767836
2509,telangana,2021,1,nirmal district,1744066,5096550372.246416
2510,telangana,2021,1,mahabubabad district,2942202,6803110882.943872
2511,telangana,2021,1,sangareddy district,12350347,23546322114.765312
2512,telangana,2021,1,wanaparthy district,1880504,5057446529.389015
2513,telangana,2021,1,vikarabad district,2667959,6288645224.650791
2514,telangana,2021,1,jagtial district,3293619,8495922767.498055
2515,telangana,2021,1,yadadri bhuvanagiri district,4682204,10482121487.112892
2516,telangana,2021,1,medak district,2852487,6251716708.054497
2517,telangana,2021,1,mahbubnagar district,4009637,9130053733.193928
2518,telangana,2021,1,jaya shankar bhalupally district,2105785,5545124764.415361
2519,telangana,2021,1,warangal urban district,13629397,28292658503.028107
2520,telangana,2021,1,rangareddy district,60675056,98883148961.30931
2521,telangana,2021,1,hyderabad district,169703372,316572388133.7874
2522,telangana,2021,1,suryapet district,4438459,11053139673.870525
2523,telangana,2021,1,jogulamba gadwal district,1749281,4982989534.247987
2524,telangana,2021,1,kamareddy district,2897037,7016072957.359794
2525,telangana,2021,1,mulugu district,1158750,3293242509.204965
2526,telangana,2021,1,medchal malkajgiri district,54854446,87516738646.29623
2527,telangana,2021,1,karimnagar district,6934134,15385243676.854752
2528,telangana,2021,1,mancherial district,5080342,11065632622.696743
2529,telangana,2021,1,siddipet district,5117034,11905435424.43538
2530,telangana,2021,1,khammam district,7140986,17657527187.368073
2531,telangana,2021,4,narayanpet district,2282965,5838076193.554827
2532,telangana,2021,4,nalgonda district,14645444,33883155723.957207
2533,telangana,2021,4,jangaon district,5473214,11362332498.24181
2534,telangana,2021,4,bhadradri kothagudem district,10121890,22567782620.241013
2535,telangana,2021,4,warangal rural district,5340764,11031577612.931116
2536,telangana,2021,4,kumuram bheem asifabad district,2622817,4842428620.143704
2537,telangana,2021,4,nizamabad district,12113902,31740368651.3557
2538,telangana,2021,4,adilabad district,3432958,7165446341.19846
2539,telangana,2021,4,rajanna sircilla district,4250102,9967799307.03175
2540,telangana,2021,4,nagarkurnool district,6870712,16125729170.09507
2541,telangana,2021,4,peddapalle district,9303742,18789687776.656185
2542,telangana,2021,4,nirmal district,3762262,10108069725.924149
2543,telangana,2021,4,mahabubabad district,5140128,10537179557.287468
2544,telangana,2021,4,sangareddy district,23598968,43773604056.366425
2545,telangana,2021,4,wanaparthy district,3681940,8637954228.043968
2546,telangana,2021,4,vikarabad district,5428281,11135599548.666336
2547,telangana,2021,4,jagtial district,6608911,17110347754.193672
2548,telangana,2021,4,yadadri bhuvanagiri district,8618815,18491066294.295353
2549,telangana,2021,4,medak district,4942024,10748306259.237926
2550,telangana,2021,4,mahbubnagar district,7948433,16922744330.353779
2551,telangana,2021,4,jaya shankar bhalupally district,3598414,7906894768.336119
2552,telangana,2021,4,warangal urban district,24530882,50725020756.70878
2553,telangana,2021,4,rangareddy district,111354739,188838966046.13513
2554,telangana,2021,4,hyderabad district,325636475,582079170534.0186
2555,telangana,2021,4,suryapet district,8746371,20490140341.438477
2556,telangana,2021,4,jogulamba gadwal district,3475042,8363108584.318649
2557,telangana,2021,4,kamareddy district,5852557,14019170118.57151
2558,telangana,2021,4,mulugu district,2002635,4656636196.093929
2559,telangana,2021,4,medchal malkajgiri district,98780634,164568262330.06238
2560,telangana,2021,4,karimnagar district,13040240,29149229156.48455
2561,telangana,2021,4,mancherial district,9454805,18941077302.156723
2562,telangana,2021,4,siddipet district,9904471,21996052788.69565
2563,telangana,2021,4,khammam district,13424236,31245204308.11756
2564,telangana,2022,3,narayanpet district,3149412,7372511545.846636
2565,telangana,2022,3,nalgonda district,19442094,40798032880.70633
2566,telangana,2022,3,jangaon district,6580615,13279380724.599072
2567,telangana,2022,3,bhadradri kothagudem district,12264577,25289893377.7632
2568,telangana,2022,3,warangal rural district,6206207,12580724724.480564
2569,telangana,2022,3,kumuram bheem asifabad district,3217193,5642724850.521915
2570,telangana,2022,3,nizamabad district,15374558,35480941123.20821
2571,telangana,2022,3,adilabad district,4697252,8917128425.600996
2572,telangana,2022,3,rajanna sircilla district,5407265,11900795823.20659
2573,telangana,2022,3,nagarkurnool district,8782718,18637778860.078545
2574,telangana,2022,3,peddapalle district,10936393,20799401370.88663
2575,telangana,2022,3,nirmal district,5045789,12158789732.897774
2576,telangana,2022,3,mahabubabad district,6113296,11797675474.514078
2577,telangana,2022,3,sangareddy district,33187414,57832647223.37014
2578,telangana,2022,3,wanaparthy district,4675529,10130094511.37881
2579,telangana,2022,3,vikarabad district,7799069,14232056919.530758
2580,telangana,2022,3,jagtial district,8168113,19843349567.164665
2581,telangana,2022,3,yadadri bhuvanagiri district,10857894,22042571396.236126
2582,telangana,2022,3,medak district,6256711,12214538646.775864
2583,telangana,2022,3,mahbubnagar district,10611492,20954874892.610764
2584,telangana,2022,3,jaya shankar bhalupally district,4204613,8896891604.929647
2585,telangana,2022,3,warangal urban district,27244856,55794322100.977
2586,telangana,2022,3,rangareddy district,169029273,272598081405.12262
2587,telangana,2022,3,hyderabad district,1018658174,1586047443981.7905
2588,telangana,2022,3,suryapet district,11413191,23876546283.024384
2589,telangana,2022,3,jogulamba gadwal district,4706947,11052081759.676401
2590,telangana,2022,3,kamareddy district,7186922,14964327071.013714
2591,telangana,2022,3,mulugu district,2441037,5260858335.473125
2592,telangana,2022,3,medchal malkajgiri district,136384039,223442008167.9499
2593,telangana,2022,3,karimnagar district,17095584,36478353448.996735
2594,telangana,2022,3,mancherial district,11116187,21649183001.676773
2595,telangana,2022,3,siddipet district,12900290,27570105119.137547
2596,telangana,2022,3,khammam district,17010697,36789751400.92127
2597,telangana,2022,2,narayanpet district,3197626,7716014147.238309
2598,telangana,2022,2,nalgonda district,19977314,44558915742.72007
2599,telangana,2022,2,jangaon district,7231360,14919993685.003801
2600,telangana,2022,2,bhadradri kothagudem district,12778081,28087468534.111588
2601,telangana,2022,2,warangal rural district,6842881,14387372670.720768
2602,telangana,2022,2,kumuram bheem asifabad district,3332600,6154185695.946731
2603,telangana,2022,2,nizamabad district,16389018,40970987322.05723
2604,telangana,2022,2,adilabad district,4656805,9736796196.875732
2605,telangana,2022,2,rajanna sircilla district,5764243,12736454285.691818
2606,telangana,2022,2,nagarkurnool district,9122281,20244396068.008736
2607,telangana,2022,2,peddapalle district,11850597,23425044524.59683
2608,telangana,2022,2,nirmal district,5225334,13791958003.894201
2609,telangana,2022,2,mahabubabad district,6638916,13720828408.506
2610,telangana,2022,2,sangareddy district,32680472,59585382581.45032
2611,telangana,2022,2,wanaparthy district,4966803,11044991789.462624
2612,telangana,2022,2,vikarabad district,7440634,14492482417.54656
2613,telangana,2022,2,jagtial district,8877101,22246967385.14348
2614,telangana,2022,2,yadadri bhuvanagiri district,11567957,24184571828.814075
2615,telangana,2022,2,medak district,6738825,13698209529.95254
2616,telangana,2022,2,mahbubnagar district,10705223,21963911808.55831
2617,telangana,2022,2,jaya shankar bhalupally district,4528732,9634073658.27747
2618,telangana,2022,2,warangal urban district,32791256,66551476649.13394
2619,telangana,2022,2,rangareddy district,161888380,267052522620.51453
2620,telangana,2022,2,hyderabad district,446470234,775908693266.7236
2621,telangana,2022,2,suryapet district,11843388,27017582889.584785
2622,telangana,2022,2,jogulamba gadwal district,4701957,11410519590.194616
2623,telangana,2022,2,kamareddy district,7702879,17239444873.959072
2624,telangana,2022,2,mulugu district,2656701,6165943180.178967
2625,telangana,2022,2,medchal malkajgiri district,134114768,221257316347.7198
2626,telangana,2022,2,karimnagar district,17621343,38465054891.36155
2627,telangana,2022,2,mancherial district,11792212,23483426061.331635
2628,telangana,2022,2,siddipet district,13598517,29087166428.464252
2629,telangana,2022,2,khammam district,17688119,40474391433.33105
2630,telangana,2022,1,narayanpet district,2758911,7151473315.411451
2631,telangana,2022,1,nalgonda district,17014104,39284842780.64408
2632,telangana,2022,1,jangaon district,6272901,13092572660.901518
2633,telangana,2022,1,bhadradri kothagudem district,11205856,25370868701.813797
2634,telangana,2022,1,warangal rural district,6150545,13344851727.844463
2635,telangana,2022,1,kumuram bheem asifabad district,2974932,5793481590.487396
2636,telangana,2022,1,nizamabad district,13749642,33996713436.015533
2637,telangana,2022,1,adilabad district,4070616,8595611704.767036
2638,telangana,2022,1,rajanna sircilla district,4899037,11337042428.250381
2639,telangana,2022,1,nagarkurnool district,8134709,19698635871.63956
2640,telangana,2022,1,peddapalle district,10330840,20671229116.26508
2641,telangana,2022,1,nirmal district,4497647,12055501321.77517
2642,telangana,2022,1,mahabubabad district,5919451,12694323911.33902
2643,telangana,2022,1,sangareddy district,27250369,50754041229.75235
2644,telangana,2022,1,wanaparthy district,4303823,10471886396.519531
2645,telangana,2022,1,vikarabad district,6463353,13753017142.475313
2646,telangana,2022,1,jagtial district,7599529,19792335843.191154
2647,telangana,2022,1,yadadri bhuvanagiri district,9901695,21558326704.74961
2648,telangana,2022,1,medak district,5651890,11841334266.667011
2649,telangana,2022,1,mahbubnagar district,9243634,19752565211.193634
2650,telangana,2022,1,jaya shankar bhalupally district,4079946,9295064923.502977
2651,telangana,2022,1,warangal urban district,27504554,56954288260.23642
2652,telangana,2022,1,rangareddy district,127675017,216609881380.40106
2653,telangana,2022,1,hyderabad district,372711414,661512502141.0775
2654,telangana,2022,1,suryapet district,10201103,23321415932.686844
2655,telangana,2022,1,jogulamba gadwal district,3961470,10094399207.825716
2656,telangana,2022,1,kamareddy district,6663659,15293088688.466099
2657,telangana,2022,1,mulugu district,2589325,6575024639.126174
2658,telangana,2022,1,medchal malkajgiri district,110893187,185168270983.38605
2659,telangana,2022,1,karimnagar district,14698433,32332888869.97381
2660,telangana,2022,1,mancherial district,10350779,21171437142.030125
2661,telangana,2022,1,siddipet district,11464769,25404779557.018036
2662,telangana,2022,1,khammam district,15266245,35894472741.54594
2663,telangana,2022,4,narayanpet district,3435861,7851529733.329012
2664,telangana,2022,4,nalgonda district,21928009,45517531285.29773
2665,telangana,2022,4,jangaon district,7324178,14733962763.584286
2666,telangana,2022,4,bhadradri kothagudem district,13693915,27531378066.985123
2667,telangana,2022,4,warangal rural district,6929973,13558497093.454197
2668,telangana,2022,4,kumuram bheem asifabad district,3591695,5943432516.9949465
2669,telangana,2022,4,nizamabad district,18308473,42744693427.90993
2670,telangana,2022,4,adilabad district,5167448,9396320638.908257
2671,telangana,2022,4,rajanna sircilla district,6122873,13388173024.17493
2672,telangana,2022,4,nagarkurnool district,9648058,19890947819.874546
2673,telangana,2022,4,peddapalle district,12177318,23139872487.127018
2674,telangana,2022,4,nirmal district,5783251,13462685072.366062
2675,telangana,2022,4,mahabubabad district,6768739,12887238837.13226
2676,telangana,2022,4,sangareddy district,38000808,64649951913.2422
2677,telangana,2022,4,wanaparthy district,5371569,11544288246.522821
2678,telangana,2022,4,vikarabad district,9405139,16602279473.938221
2679,telangana,2022,4,jagtial district,9304649,22521347753.106037
2680,telangana,2022,4,yadadri bhuvanagiri district,12310890,25002594202.22237
2681,telangana,2022,4,medak district,7373744,14553997200.924385
2682,telangana,2022,4,mahbubnagar district,12087718,23376388640.594707
2683,telangana,2022,4,jaya shankar bhalupally district,4699909,9308144371.995441
2684,telangana,2022,4,warangal urban district,29269688,57991182917.37883
2685,telangana,2022,4,rangareddy district,191136402,295773661437.69385
2686,telangana,2022,4,hyderabad district,1133829812,1753799022390.8735
2687,telangana,2022,4,suryapet district,12755991,27190932825.31949
2688,telangana,2022,4,jogulamba gadwal district,5163965,11177285266.569225
2689,telangana,2022,4,kamareddy district,8479586,18381989175.094254
2690,telangana,2022,4,mulugu district,2756762,5528206381.608963
2691,telangana,2022,4,medchal malkajgiri district,151514969,237726926269.25775
2692,telangana,2022,4,karimnagar district,19056918,39357490540.69413
2693,telangana,2022,4,mancherial district,12469076,23710042437.245804
2694,telangana,2022,4,siddipet district,14715170,30384216197.138824
2695,telangana,2022,4,khammam district,18924276,39626352507.58298
2696,tamil-nadu,2019,3,tiruchirappalli district,1028271,2283457398.7735853
2697,tamil-nadu,2019,3,ramanathapuram district,164056,364511483.7921167
2698,tamil-nadu,2019,3,krishnagiri district,906439,1897364248.7738578
2699,tamil-nadu,2019,3,cuddalore district,429418,854430041.4558713
2700,tamil-nadu,2019,3,kancheepuram district,2374121,3749463855.838708
2701,tamil-nadu,2019,3,tiruppur district,1583318,3459384833.8566313
2702,tamil-nadu,2019,3,dharmapuri district,404500,892434523.6141176
2703,tamil-nadu,2019,3,thoothukkudi district,251434,514591122.2093332
2704,tamil-nadu,2019,3,thanjavur district,499378,862709786.020551
2705,tamil-nadu,2019,3,madurai district,1004838,2163231649.618825
2706,tamil-nadu,2019,3,tiruvannamalai district,408695,788782442.4394717
2707,tamil-nadu,2019,3,salem district,1348219,3089948772.2836018
2708,tamil-nadu,2019,3,nagapattinam district,182524,374062397.54947984
2709,tamil-nadu,2019,3,tirupathur district,280191,551887987.5341959
2710,tamil-nadu,2019,3,ariyalur district,102318,210754842.56579608
2711,tamil-nadu,2019,3,chennai district,11333032,23024193806.41262
2712,tamil-nadu,2019,3,the nilgiris district,172729,366416212.008214
2713,tamil-nadu,2019,3,erode district,824050,1809433458.6710446
2714,tamil-nadu,2019,3,karur district,233312,527606128.129179
2715,tamil-nadu,2019,3,kallakkurichi district,214180,462594169.6759218
2716,tamil-nadu,2019,3,viluppuram district,347727,691014122.5419819
2717,tamil-nadu,2019,3,pudukkottai district,195452,403435245.85255337
2718,tamil-nadu,2019,3,perambalur district,97443,202989238.0194384
2719,tamil-nadu,2019,3,coimbatore district,4303835,9457627886.22332
2720,tamil-nadu,2019,3,virudhunagar district,286960,603050825.4211078
2721,tamil-nadu,2019,3,dindigul district,411188,865233220.4260747
2722,tamil-nadu,2019,3,sivaganga district,203568,461238657.754354
2723,tamil-nadu,2019,3,tenkasi district,149611,316677496.8906262
2724,tamil-nadu,2019,3,chengalpattu district,5765425,7255276540.840912
2725,tamil-nadu,2019,3,kanniyakumari district,293582,576372340.2691851
2726,tamil-nadu,2019,3,tirunelveli district,266559,571521395.652529
