,State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
833,himachal-pradesh,2020,1,Financial Services,4711,3172303.6900622216
834,himachal-pradesh,2020,1,Others,18788,14613755.241563875
835,himachal-pradesh,2020,4,Recharge & bill payments,2638030,936305777.7250878
836,himachal-pradesh,2020,4,Peer-to-peer payments,2594659,11426268857.229637
837,himachal-pradesh,2020,4,Merchant payments,2001259,1589433440.2684097
838,himachal-pradesh,2020,4,Financial Services,11353,15534252.217986543
839,himachal-pradesh,2020,4,Others,27027,21510781.37178286
840,himachal-pradesh,2018,3,Recharge & bill payments,457449,108456077.51862916
841,himachal-pradesh,2018,3,Peer-to-peer payments,362755,1596570994.985427
842,himachal-pradesh,2018,3,Merchant payments,40675,31168155.22193054
843,himachal-pradesh,2018,3,Financial Services,8182,1552275.0537747287
844,himachal-pradesh,2018,3,Others,17693,16293930.078267336
845,himachal-pradesh,2018,2,Recharge & bill payments,385642,83714322.414042
846,himachal-pradesh,2018,2,Peer-to-peer payments,243436,1043702964.1513071
847,himachal-pradesh,2018,2,Merchant payments,27851,31961300.882765952
848,himachal-pradesh,2018,2,Financial Services,11330,4108919.3075577794
849,himachal-pradesh,2018,2,Others,19436,19681794.59544668
850,himachal-pradesh,2018,1,Recharge & bill payments,284371,49871175.82607427
851,himachal-pradesh,2018,1,Peer-to-peer payments,154572,546222027.4835303
852,himachal-pradesh,2018,1,Merchant payments,13241,13851230.83495245
853,himachal-pradesh,2018,1,Financial Services,8955,2040522.724771278
854,himachal-pradesh,2018,1,Others,20779,16752849.503009535
855,himachal-pradesh,2018,4,Recharge & bill payments,598325,143031082.4432017
856,himachal-pradesh,2018,4,Peer-to-peer payments,590518,2367228879.4462624
857,himachal-pradesh,2018,4,Merchant payments,86963,87575811.80014335
858,himachal-pradesh,2018,4,Financial Services,11834,2283052.790977265
859,himachal-pradesh,2018,4,Others,20243,21180141.658664487
860,himachal-pradesh,2021,3,Peer-to-peer payments,4455153,16560383923.204865
861,himachal-pradesh,2021,3,Merchant payments,4198808,3524434949.634083
862,himachal-pradesh,2021,3,Recharge & bill payments,3359406,1178802736.5280356
863,himachal-pradesh,2021,3,Financial Services,14497,22805774.600357123
864,himachal-pradesh,2021,3,Others,36303,23834687.160697926
865,himachal-pradesh,2021,2,Peer-to-peer payments,3340531,13035543546.66397
866,himachal-pradesh,2021,2,Recharge & bill payments,3216602,1045789841.916208
867,himachal-pradesh,2021,2,Merchant payments,2883209,2378084375.199477
868,himachal-pradesh,2021,2,Financial Services,14642,16428390.62373627
869,himachal-pradesh,2021,2,Others,28918,19788385.405835297
870,himachal-pradesh,2021,1,Peer-to-peer payments,2845733,11358078843.572702
871,himachal-pradesh,2021,1,Recharge & bill payments,2547359,948929031.6443391
872,himachal-pradesh,2021,1,Merchant payments,2186946,1778219850.8347864
873,himachal-pradesh,2021,1,Financial Services,12561,16554205.504427344
874,himachal-pradesh,2021,1,Others,21430,18764977.931273177
875,himachal-pradesh,2021,4,Merchant payments,6062931,5228613146.743451
876,himachal-pradesh,2021,4,Peer-to-peer payments,5323397,19568394324.584805
877,himachal-pradesh,2021,4,Recharge & bill payments,3211367,1278824361.837138
878,himachal-pradesh,2021,4,Financial Services,18198,24809740.714031782
879,himachal-pradesh,2021,4,Others,50971,35578926.74639452
880,himachal-pradesh,2022,3,Merchant payments,12686960,8511266152.669347
881,himachal-pradesh,2022,3,Peer-to-peer payments,8330778,27039659316.468132
882,himachal-pradesh,2022,3,Recharge & bill payments,4083168,1780405740.3941154
883,himachal-pradesh,2022,3,Financial Services,21293,22686931.870640453
884,himachal-pradesh,2022,3,Others,42669,26764547.138168834
885,himachal-pradesh,2022,2,Merchant payments,10591420,7697399368.089639
886,himachal-pradesh,2022,2,Peer-to-peer payments,7109948,24407668318.014194
887,himachal-pradesh,2022,2,Recharge & bill payments,3520538,1553155243.3951051
888,himachal-pradesh,2022,2,Financial Services,16901,20627276.079190243
889,himachal-pradesh,2022,2,Others,52564,30257752.66416522
890,himachal-pradesh,2022,1,Merchant payments,7030946,5558905677.966259
891,himachal-pradesh,2022,1,Peer-to-peer payments,5718936,19473276901.331963
892,himachal-pradesh,2022,1,Recharge & bill payments,3271665,1429960686.7669475
893,himachal-pradesh,2022,1,Financial Services,19314,24442138.15399971
894,himachal-pradesh,2022,1,Others,47319,31862035.713640407
895,himachal-pradesh,2022,4,Merchant payments,15297492,10280295883.656351
896,himachal-pradesh,2022,4,Peer-to-peer payments,9284824,29629346091.977356
897,himachal-pradesh,2022,4,Recharge & bill payments,3907023,1810538524.3215194
898,himachal-pradesh,2022,4,Financial Services,24342,31775337.436365627
899,himachal-pradesh,2022,4,Others,41455,27387394.982090995
900,andaman-&-nicobar-islands,2019,3,Recharge & bill payments,16219,8171737.705916681
901,andaman-&-nicobar-islands,2019,3,Peer-to-peer payments,13767,101079821.10344616
902,andaman-&-nicobar-islands,2019,3,Merchant payments,3519,4428734.574846684
903,andaman-&-nicobar-islands,2019,3,Financial Services,50,158857.94315586874
904,andaman-&-nicobar-islands,2019,3,Others,215,232624.75992853564
905,andaman-&-nicobar-islands,2019,2,Recharge & bill payments,14676,7242448.256212333
906,andaman-&-nicobar-islands,2019,2,Peer-to-peer payments,14481,107525358.66652842
907,andaman-&-nicobar-islands,2019,2,Merchant payments,4031,4702152.616619372
908,andaman-&-nicobar-islands,2019,2,Financial Services,124,113278.91371326067
909,andaman-&-nicobar-islands,2019,2,Others,377,671471.222589792
910,andaman-&-nicobar-islands,2019,1,Recharge & bill payments,15263,6611459.8729725825
911,andaman-&-nicobar-islands,2019,1,Peer-to-peer payments,13119,91808345.86839552
912,andaman-&-nicobar-islands,2019,1,Merchant payments,1759,3266589.8469614363
913,andaman-&-nicobar-islands,2019,1,Financial Services,62,116250.43671861099
914,andaman-&-nicobar-islands,2019,1,Others,283,497094.6484417205
915,andaman-&-nicobar-islands,2019,4,Peer-to-peer payments,18128,121493224.30754511
916,andaman-&-nicobar-islands,2019,4,Recharge & bill payments,13851,9538690.916424634
917,andaman-&-nicobar-islands,2019,4,Merchant payments,2920,5247500.487902376
918,andaman-&-nicobar-islands,2019,4,Financial Services,60,295937.2110898865
919,andaman-&-nicobar-islands,2019,4,Others,200,263177.5944158883
920,andaman-&-nicobar-islands,2020,3,Recharge & bill payments,59310,24756220.875469353
921,andaman-&-nicobar-islands,2020,3,Peer-to-peer payments,40697,289078946.7312394
922,andaman-&-nicobar-islands,2020,3,Merchant payments,16096,22682992.238478824
923,andaman-&-nicobar-islands,2020,3,Financial Services,572,961836.7129860274
924,andaman-&-nicobar-islands,2020,3,Others,808,539449.7721868362
925,andaman-&-nicobar-islands,2020,2,Recharge & bill payments,38125,17659622.73418829
926,andaman-&-nicobar-islands,2020,2,Peer-to-peer payments,20303,141728757.73517442
927,andaman-&-nicobar-islands,2020,2,Merchant payments,4004,9236375.740471343
928,andaman-&-nicobar-islands,2020,2,Financial Services,175,706932.1397115812
929,andaman-&-nicobar-islands,2020,2,Others,355,313313.0646014327
930,andaman-&-nicobar-islands,2020,1,Peer-to-peer payments,18324,142332401.79234773
931,andaman-&-nicobar-islands,2020,1,Recharge & bill payments,18268,10850414.023977457
932,andaman-&-nicobar-islands,2020,1,Merchant payments,4424,7752871.558217709
933,andaman-&-nicobar-islands,2020,1,Financial Services,66,208231.73071652642
934,andaman-&-nicobar-islands,2020,1,Others,216,332393.19201521645
935,andaman-&-nicobar-islands,2020,4,Peer-to-peer payments,81439,533316526.1814983
936,andaman-&-nicobar-islands,2020,4,Recharge & bill payments,80811,33710030.534383245
937,andaman-&-nicobar-islands,2020,4,Merchant payments,59391,56867468.940003954
938,andaman-&-nicobar-islands,2020,4,Financial Services,965,1880546.9672370641
939,andaman-&-nicobar-islands,2020,4,Others,1925,1508083.6917299272
940,andaman-&-nicobar-islands,2018,3,Recharge & bill payments,8636,4343504.868377829
941,andaman-&-nicobar-islands,2018,3,Peer-to-peer payments,6448,49270781.541635044
942,andaman-&-nicobar-islands,2018,3,Merchant payments,945,1627359.8394868043
943,andaman-&-nicobar-islands,2018,3,Financial Services,42,1481.4907042806485
944,andaman-&-nicobar-islands,2018,3,Others,194,314343.39410715323
945,andaman-&-nicobar-islands,2018,2,Recharge & bill payments,6735,2320944.731074479
946,andaman-&-nicobar-islands,2018,2,Peer-to-peer payments,3575,24511925.231047668
947,andaman-&-nicobar-islands,2018,2,Merchant payments,603,1024491.0133579008
948,andaman-&-nicobar-islands,2018,2,Financial Services,59,121336.0270987509
949,andaman-&-nicobar-islands,2018,2,Others,368,359838.50537474576
950,andaman-&-nicobar-islands,2018,1,Recharge & bill payments,4200,1845307.4673655091
951,andaman-&-nicobar-islands,2018,1,Peer-to-peer payments,1871,12138655.299749982
952,andaman-&-nicobar-islands,2018,1,Merchant payments,298,452507.168646613
953,andaman-&-nicobar-islands,2018,1,Financial Services,33,10601.419933464953
954,andaman-&-nicobar-islands,2018,1,Others,256,184689.8662902223
955,andaman-&-nicobar-islands,2018,4,Recharge & bill payments,11517,5450549.512294375
956,andaman-&-nicobar-islands,2018,4,Peer-to-peer payments,10451,81001456.97825177
957,andaman-&-nicobar-islands,2018,4,Merchant payments,1421,3552027.735492656
958,andaman-&-nicobar-islands,2018,4,Financial Services,29,76035.7877393286
959,andaman-&-nicobar-islands,2018,4,Others,340,468266.0606770435
960,andaman-&-nicobar-islands,2021,3,Peer-to-peer payments,192321,1077787837.1562996
961,andaman-&-nicobar-islands,2021,3,Recharge & bill payments,136010,51243450.85925055
962,andaman-&-nicobar-islands,2021,3,Merchant payments,118340,176991328.21761328
963,andaman-&-nicobar-islands,2021,3,Financial Services,990,2351013.441729573
964,andaman-&-nicobar-islands,2021,3,Others,2103,1650766.1267105162
965,andaman-&-nicobar-islands,2021,2,Peer-to-peer payments,132772,748382044.7707307
966,andaman-&-nicobar-islands,2021,2,Recharge & bill payments,120911,43691961.26275121
967,andaman-&-nicobar-islands,2021,2,Merchant payments,85143,103707408.50908463
968,andaman-&-nicobar-islands,2021,2,Financial Services,960,2038521.5136710338
969,andaman-&-nicobar-islands,2021,2,Others,1628,1327080.0560584562
970,andaman-&-nicobar-islands,2021,1,Peer-to-peer payments,105458,665391395.715478
971,andaman-&-nicobar-islands,2021,1,Recharge & bill payments,84119,37160922.86506996
972,andaman-&-nicobar-islands,2021,1,Merchant payments,53090,78606979.05751458
973,andaman-&-nicobar-islands,2021,1,Financial Services,884,1469351.0852598653
974,andaman-&-nicobar-islands,2021,1,Others,1201,1077918.666433228
975,andaman-&-nicobar-islands,2021,4,Peer-to-peer payments,285778,1544932663.2744582
976,andaman-&-nicobar-islands,2021,4,Merchant payments,210164,322842314.62433755
977,andaman-&-nicobar-islands,2021,4,Recharge & bill payments,135608,59243518.11464358
978,andaman-&-nicobar-islands,2021,4,Financial Services,1718,3137965.167474068
979,andaman-&-nicobar-islands,2021,4,Others,2855,2453640.142743944
980,andaman-&-nicobar-islands,2022,3,Merchant payments,716105,693438186.296541
981,andaman-&-nicobar-islands,2022,3,Peer-to-peer payments,622217,2514535154.56483
982,andaman-&-nicobar-islands,2022,3,Recharge & bill payments,240766,97748065.62714244
983,andaman-&-nicobar-islands,2022,3,Financial Services,1814,2166304.9779766416
984,andaman-&-nicobar-islands,2022,3,Others,3477,2744060.670897343
985,andaman-&-nicobar-islands,2022,2,Merchant payments,449540,510838980.9061847
986,andaman-&-nicobar-islands,2022,2,Peer-to-peer payments,437606,2088309073.4552848
987,andaman-&-nicobar-islands,2022,2,Recharge & bill payments,179515,82232936.61795366
988,andaman-&-nicobar-islands,2022,2,Financial Services,1448,2089862.3927160464
989,andaman-&-nicobar-islands,2022,2,Others,3108,2449496.7081265687
990,andaman-&-nicobar-islands,2022,1,Peer-to-peer payments,342649,1682328505.7254477
991,andaman-&-nicobar-islands,2022,1,Merchant payments,284298,370091558.68373305
992,andaman-&-nicobar-islands,2022,1,Recharge & bill payments,163401,71300133.66101266
993,andaman-&-nicobar-islands,2022,1,Financial Services,1757,2869682.0229511866
994,andaman-&-nicobar-islands,2022,1,Others,2643,2440321.9820225406
995,andaman-&-nicobar-islands,2022,4,Merchant payments,956536,906365300.6585041
996,andaman-&-nicobar-islands,2022,4,Peer-to-peer payments,768758,2961630584.8271313
997,andaman-&-nicobar-islands,2022,4,Recharge & bill payments,256050,110037119.66941178
998,andaman-&-nicobar-islands,2022,4,Financial Services,2499,3533987.2301130476
999,andaman-&-nicobar-islands,2022,4,Others,3692,3107412.043626394
1000,karnataka,2019,3,Merchant payments,76924325,20375791901.51608
1001,karnataka,2019,3,Peer-to-peer payments,67784880,183163325083.02167
1002,karnataka,2019,3,Recharge & bill payments,24339891,10208179941.827314
1003,karnataka,2019,3,Financial Services,189716,57194690.691376016
1004,karnataka,2019,3,Others,1494923,732228821.132016
1005,karnataka,2019,2,Peer-to-peer payments,50033334,142910706254.40515
1006,karnataka,2019,2,Merchant payments,44848593,12338599108.54726
1007,karnataka,2019,2,Recharge & bill payments,19283028,7745156562.557001
1008,karnataka,2019,2,Financial Services,140353,44871623.829314835
1009,karnataka,2019,2,Others,1096296,662690676.7455502
1010,karnataka,2019,1,Peer-to-peer payments,44049036,104118436760.31566
1011,karnataka,2019,1,Merchant payments,24491960,7076613843.774634
1012,karnataka,2019,1,Recharge & bill payments,16981941,6217689429.770171
1013,karnataka,2019,1,Financial Services,293728,51023386.14504391
1014,karnataka,2019,1,Others,770944,512618725.75178516
1015,karnataka,2019,4,Merchant payments,114044901,31602890835.851074
1016,karnataka,2019,4,Peer-to-peer payments,93311589,250562864352.78363
1017,karnataka,2019,4,Recharge & bill payments,28862161,12183568521.027195
1018,karnataka,2019,4,Financial Services,101937,51145982.18087677
1019,karnataka,2019,4,Others,1475664,646673755.3894986
1020,karnataka,2020,3,Merchant payments,137206600,60769881812.00958
1021,karnataka,2020,3,Peer-to-peer payments,119241776,390432374828.4793
1022,karnataka,2020,3,Recharge & bill payments,43139631,18911088810.529343
1023,karnataka,2020,3,Financial Services,251980,358426105.9585576
1024,karnataka,2020,3,Others,520544,268744139.7048992
1025,karnataka,2020,2,Merchant payments,87251639,38463881234.4382
1026,karnataka,2020,2,Peer-to-peer payments,82118363,265767207470.16788
1027,karnataka,2020,2,Recharge & bill payments,43290272,16434890228.306221
1028,karnataka,2020,2,Financial Services,161560,246367207.0610708
1029,karnataka,2020,2,Others,399878,192530880.1645686
1030,karnataka,2020,1,Merchant payments,132970737,40374401933.52864
1031,karnataka,2020,1,Peer-to-peer payments,100868460,297635301555.931
1032,karnataka,2020,1,Recharge & bill payments,35854971,14724886028.403404
1033,karnataka,2020,1,Financial Services,93648,110130184.7219853
1034,karnataka,2020,1,Others,1246074,557335296.81275
1035,karnataka,2020,4,Merchant payments,215711211,97147239182.96416
1036,karnataka,2020,4,Peer-to-peer payments,166981242,538340957771.568
1037,karnataka,2020,4,Recharge & bill payments,47736461,21611671359.120274
1038,karnataka,2020,4,Financial Services,284700,427966918.93005997
1039,karnataka,2020,4,Others,823370,508863332.4358694
1040,karnataka,2018,3,Peer-to-peer payments,12863507,42819128165.14718
1041,karnataka,2018,3,Recharge & bill payments,8674172,3019156590.415938
1042,karnataka,2018,3,Merchant payments,3638065,1879406580.5386481
1043,karnataka,2018,3,Financial Services,205740,50726023.40346949
1044,karnataka,2018,3,Others,598777,456674396.3028466
1045,karnataka,2018,2,Recharge & bill payments,7391926,2435924808.0540595
1046,karnataka,2018,2,Peer-to-peer payments,7164836,29135024501.319633
1047,karnataka,2018,2,Merchant payments,1874383,1361967204.9193478
1048,karnataka,2018,2,Financial Services,194363,93244737.61226672
1049,karnataka,2018,2,Others,490939,489418829.39568377
1050,karnataka,2018,1,Recharge & bill payments,5785292,1496816541.9710202
1051,karnataka,2018,1,Peer-to-peer payments,4456528,16522277460.174664
1052,karnataka,2018,1,Merchant payments,1089627,696586489.2644083
1053,karnataka,2018,1,Financial Services,159848,52664837.407078
1054,karnataka,2018,1,Others,525604,449549985.19633806
1055,karnataka,2018,4,Peer-to-peer payments,20471744,63575342228.05887
1056,karnataka,2018,4,Merchant payments,11812478,4751317554.815564
1057,karnataka,2018,4,Recharge & bill payments,11426205,4030978295.062695
1058,karnataka,2018,4,Financial Services,289353,71134704.79416475
1059,karnataka,2018,4,Others,812291,579613793.3366778
1060,karnataka,2021,3,Merchant payments,391381353,190563423840.34485
1061,karnataka,2021,3,Peer-to-peer payments,288462867,908138627418.7012
1062,karnataka,2021,3,Recharge & bill payments,72168311,33386709060.80711
1063,karnataka,2021,3,Financial Services,286685,508051800.8625039
1064,karnataka,2021,3,Others,997323,637927036.8737218
1065,karnataka,2021,2,Merchant payments,244460862,124624417935.05894
1066,karnataka,2021,2,Peer-to-peer payments,216539959,684035748184.4377
1067,karnataka,2021,2,Recharge & bill payments,68599238,28272314719.07621
1068,karnataka,2021,2,Financial Services,304779,456933673.9871358
1069,karnataka,2021,2,Others,744208,497736717.48932767
1070,karnataka,2021,1,Merchant payments,279599017,117959690729.6494
1071,karnataka,2021,1,Peer-to-peer payments,190894164,610937002732.095
1072,karnataka,2021,1,Recharge & bill payments,52261651,25111731675.64637
1073,karnataka,2021,1,Financial Services,297710,475815041.81600165
1074,karnataka,2021,1,Others,744950,511117233.18647754
1075,karnataka,2021,4,Merchant payments,503210623,243754536471.1106
1076,karnataka,2021,4,Peer-to-peer payments,350032663,1090951587881.0441
1077,karnataka,2021,4,Recharge & bill payments,76826701,39294350717.405914
1078,karnataka,2021,4,Financial Services,365769,574240588.1883193
1079,karnataka,2021,4,Others,1289682,896608692.1244912
1080,karnataka,2022,3,Merchant payments,704609552,333606445776.6083
1081,karnataka,2022,3,Peer-to-peer payments,404084880,1282604186671.1763
1082,karnataka,2022,3,Recharge & bill payments,79979546,48539011844.07969
1083,karnataka,2022,3,Financial Services,361312,558132533.414458
1084,karnataka,2022,3,Others,726038,610455785.7449958
1085,karnataka,2022,2,Merchant payments,735295388,358016289601.7625
1086,karnataka,2022,2,Peer-to-peer payments,449723751,1457330278795.186
1087,karnataka,2022,2,Recharge & bill payments,91137091,50583781089.16758
1088,karnataka,2022,2,Financial Services,351688,545330283.2377212
1089,karnataka,2022,2,Others,941042,670434289.8797817
1090,karnataka,2022,1,Merchant payments,588543313,278109650949.8691
1091,karnataka,2022,1,Peer-to-peer payments,389491586,1243199329198.8584
1092,karnataka,2022,1,Recharge & bill payments,78206453,43891305256.63388
1093,karnataka,2022,1,Financial Services,384922,624857963.437548
1094,karnataka,2022,1,Others,1229133,824344937.0828401
1095,karnataka,2022,4,Merchant payments,830157371,380643835280.23364
1096,karnataka,2022,4,Peer-to-peer payments,460041715,1468087523889.2769
1097,karnataka,2022,4,Recharge & bill payments,87517348,54445900607.2116
1098,karnataka,2022,4,Financial Services,426795,650217624.1227758
1099,karnataka,2022,4,Others,767142,689145506.798728
1100,maharashtra,2019,3,Peer-to-peer payments,57991699,165731686168.5575
1101,maharashtra,2019,3,Merchant payments,54683738,17545729507.395977
1102,maharashtra,2019,3,Recharge & bill payments,34309301,15471698543.739597
1103,maharashtra,2019,3,Financial Services,231467,54108447.39407451
1104,maharashtra,2019,3,Others,1519376,814284077.8637518
1105,maharashtra,2019,2,Peer-to-peer payments,42546317,130558153687.9542
1106,maharashtra,2019,2,Recharge & bill payments,29395661,12197234771.434273
1107,maharashtra,2019,2,Merchant payments,27854042,9728561726.767143
1108,maharashtra,2019,2,Financial Services,182840,45291636.10507481
1109,maharashtra,2019,2,Others,1170993,765228265.7976472
1110,maharashtra,2019,1,Peer-to-peer payments,37360716,97373087988.08871
1111,maharashtra,2019,1,Recharge & bill payments,24540041,8256500586.651282
1112,maharashtra,2019,1,Merchant payments,12069119,5172594695.5318
1113,maharashtra,2019,1,Financial Services,287569,49487746.20873056
1114,maharashtra,2019,1,Others,821624,569019903.8604956
1115,maharashtra,2019,4,Merchant payments,80127804,27209874138.487556
1116,maharashtra,2019,4,Peer-to-peer payments,78795871,227268054757.21698
1117,maharashtra,2019,4,Recharge & bill payments,40705998,17794666215.044445
1118,maharashtra,2019,4,Financial Services,129755,49622863.824426055
1119,maharashtra,2019,4,Others,1501192,672210824.9770112
1120,maharashtra,2020,3,Peer-to-peer payments,108436214,351555554813.2122
1121,maharashtra,2020,3,Merchant payments,100808237,60171102123.94888
1122,maharashtra,2020,3,Recharge & bill payments,58082283,27915727882.59293
1123,maharashtra,2020,3,Financial Services,325453,333669599.61883616
1124,maharashtra,2020,3,Others,658737,331024593.0721529
1125,maharashtra,2020,2,Peer-to-peer payments,74295930,239933338682.6934
1126,maharashtra,2020,2,Recharge & bill payments,60856480,23112343247.416145
1127,maharashtra,2020,2,Merchant payments,48965388,32859184582.219048
1128,maharashtra,2020,2,Financial Services,206461,211733275.7829895
1129,maharashtra,2020,2,Others,466502,242917371.3033281
1130,maharashtra,2020,1,Merchant payments,100337738,35200130304.82776
1131,maharashtra,2020,1,Peer-to-peer payments,87067410,262541205695.8384
1132,maharashtra,2020,1,Recharge & bill payments,50199498,21603565070.425602
1133,maharashtra,2020,1,Financial Services,123476,91363684.1276232
1134,maharashtra,2020,1,Others,1215959,558931962.876125
1135,maharashtra,2020,4,Merchant payments,189845640,103804638603.74611
1136,maharashtra,2020,4,Peer-to-peer payments,151741840,485747881733.823
1137,maharashtra,2020,4,Recharge & bill payments,64556682,31556917821.77767
1138,maharashtra,2020,4,Financial Services,398409,418399992.5395771
1139,maharashtra,2020,4,Others,1078433,627692680.4078207
1140,maharashtra,2018,3,Recharge & bill payments,14371791,4547486090.186737
1141,maharashtra,2018,3,Peer-to-peer payments,13470065,45466534003.980484
1142,maharashtra,2018,3,Merchant payments,2797204,1702220875.4343855
1143,maharashtra,2018,3,Financial Services,234598,52348968.006728604
1144,maharashtra,2018,3,Others,664880,492227795.6386977
1145,maharashtra,2018,2,Recharge & bill payments,12384216,3725800358.6814823
1146,maharashtra,2018,2,Peer-to-peer payments,7772336,30782831245.6586
1147,maharashtra,2018,2,Merchant payments,1306326,1226121649.4989598
1148,maharashtra,2018,2,Financial Services,262875,85545909.43528841
1149,maharashtra,2018,2,Others,559987,536758077.84638786
1150,maharashtra,2018,1,Recharge & bill payments,9670237,2283567431.223535
1151,maharashtra,2018,1,Peer-to-peer payments,5227770,18283896464.750908
1152,maharashtra,2018,1,Merchant payments,616779,576964070.7366859
1153,maharashtra,2018,1,Financial Services,235051,60997258.060299724
1154,maharashtra,2018,1,Others,637197,506188032.9539564
1155,maharashtra,2018,4,Peer-to-peer payments,20824667,68974011019.10294
1156,maharashtra,2018,4,Recharge & bill payments,18071025,5860865070.470685
1157,maharashtra,2018,4,Merchant payments,6047705,3985195742.2480145
1158,maharashtra,2018,4,Financial Services,325121,77345546.53012432
1159,maharashtra,2018,4,Others,821705,621519669.4818641
1160,maharashtra,2021,3,Merchant payments,390051884,216701984638.98932
1161,maharashtra,2021,3,Peer-to-peer payments,296951706,890860873379.5576
1162,maharashtra,2021,3,Recharge & bill payments,103943973,50242023586.056046
1163,maharashtra,2021,3,Financial Services,448646,579098938.658318
1164,maharashtra,2021,3,Others,1477851,873324624.1826177
1165,maharashtra,2021,2,Merchant payments,247194293,150864465217.02304
1166,maharashtra,2021,2,Peer-to-peer payments,228551961,719859665693.5271
1167,maharashtra,2021,2,Recharge & bill payments,96271138,43154405548.44597
1168,maharashtra,2021,2,Financial Services,504252,536780917.0359157
1169,maharashtra,2021,2,Others,1094842,699738247.6695637
1170,maharashtra,2021,1,Merchant payments,253043309,129493046208.15726
1171,maharashtra,2021,1,Peer-to-peer payments,187021609,599213284361.7993
1172,maharashtra,2021,1,Recharge & bill payments,76389103,40057211827.15962
1173,maharashtra,2021,1,Financial Services,439551,492900202.68315214
1174,maharashtra,2021,1,Others,966668,630909553.4508264
1175,maharashtra,2021,4,Merchant payments,540351277,305512280091.4157
1176,maharashtra,2021,4,Peer-to-peer payments,361865450,1109862480618.2227
1177,maharashtra,2021,4,Recharge & bill payments,105990417,58087950922.43887
1178,maharashtra,2021,4,Financial Services,606265,707102765.3058928
1179,maharashtra,2021,4,Others,1918093,1188658731.1175365
1180,maharashtra,2022,3,Merchant payments,876618082,432250721734.13074
1181,maharashtra,2022,3,Peer-to-peer payments,483481713,1434565548650.9136
1182,maharashtra,2022,3,Recharge & bill payments,124545840,79360150487.36568
1183,maharashtra,2022,3,Financial Services,521362,571583115.6687979
1184,maharashtra,2022,3,Others,1222420,831183386.4681726
1185,maharashtra,2022,2,Merchant payments,810961772,428469294407.1603
1186,maharashtra,2022,2,Peer-to-peer payments,470258043,1501201968773.8115
1187,maharashtra,2022,2,Recharge & bill payments,124280427,75110969246.16316
1188,maharashtra,2022,2,Financial Services,490152,559321829.4503716
1189,maharashtra,2022,2,Others,1542719,930827919.303539
1190,maharashtra,2022,1,Merchant payments,646277671,340240479374.36835
1191,maharashtra,2022,1,Peer-to-peer payments,411989717,1274889182430.209
1192,maharashtra,2022,1,Recharge & bill payments,108896881,64507860103.55089
1193,maharashtra,2022,1,Financial Services,583243,677612619.2786882
1194,maharashtra,2022,1,Others,1758926,1084139453.7274752
1195,maharashtra,2022,4,Merchant payments,1025666187,502660888415.46185
1196,maharashtra,2022,4,Peer-to-peer payments,535142126,1622619308526.9614
1197,maharashtra,2022,4,Recharge & bill payments,126118544,83576414221.03232
1198,maharashtra,2022,4,Financial Services,620124,699276779.1906543
1199,maharashtra,2022,4,Others,1228291,914951674.4842072
1200,puducherry,2019,3,Peer-to-peer payments,394866,1316118199.672093
1201,puducherry,2019,3,Recharge & bill payments,158483,57003044.29549825
1202,puducherry,2019,3,Merchant payments,156137,82601335.47825414
1203,puducherry,2019,3,Financial Services,1090,528680.8975952889
1204,puducherry,2019,3,Others,6250,4457097.111970215
1205,puducherry,2019,2,Peer-to-peer payments,331248,1109343371.746654
1206,puducherry,2019,2,Recharge & bill payments,147585,46876569.36325147
1207,puducherry,2019,2,Merchant payments,92941,49963601.61554676
1208,puducherry,2019,2,Financial Services,1524,469351.5481967761
1209,puducherry,2019,2,Others,6779,4794015.854158426
1210,puducherry,2019,1,Peer-to-peer payments,313822,835983054.254643
1211,puducherry,2019,1,Recharge & bill payments,124092,32635247.523153085
1212,puducherry,2019,1,Merchant payments,54518,33763704.68083725
1213,puducherry,2019,1,Financial Services,3165,337570.322842385
1214,puducherry,2019,1,Others,5495,3753447.525046112
1215,puducherry,2019,4,Peer-to-peer payments,559670,1725523873.442102
1216,puducherry,2019,4,Merchant payments,249621,128039884.38667427
1217,puducherry,2019,4,Recharge & bill payments,195707,74383571.67593375
1218,puducherry,2019,4,Financial Services,1481,391196.1284481905
1219,puducherry,2019,4,Others,6176,3689792.245744483
1220,puducherry,2020,3,Peer-to-peer payments,855511,3116583524.6597652
1221,puducherry,2020,3,Merchant payments,560420,335583369.656126
1222,puducherry,2020,3,Recharge & bill payments,306852,138925436.52727452
1223,puducherry,2020,3,Financial Services,3039,4788490.3633705
1224,puducherry,2020,3,Others,5080,2199408.2280669413
1225,puducherry,2020,2,Peer-to-peer payments,468789,1680190117.5830743
1226,puducherry,2020,2,Recharge & bill payments,310746,115223074.03158064
1227,puducherry,2020,2,Merchant payments,249951,160931601.28167117
1228,puducherry,2020,2,Financial Services,1555,2339469.003658029
1229,puducherry,2020,2,Others,2342,1346718.5876069884
1230,puducherry,2020,1,Peer-to-peer payments,600290,1919499665.8834748
1231,puducherry,2020,1,Merchant payments,349788,184925417.68654612
1232,puducherry,2020,1,Recharge & bill payments,251115,96515615.43520354
1233,puducherry,2020,1,Financial Services,1527,858236.5498234634
1234,puducherry,2020,1,Others,5201,3478541.524535387
1235,puducherry,2020,4,Peer-to-peer payments,1211359,4090057482.9812045
1236,puducherry,2020,4,Merchant payments,1108292,647985607.5763036
