,State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
2855,goa,2018,4,Peer-to-peer payments,246426,1021902315.4426756
2856,goa,2018,4,Recharge & bill payments,212122,54832855.89468471
2857,goa,2018,4,Merchant payments,45586,66666113.92145965
2858,goa,2018,4,Financial Services,2523,723599.2328183289
2859,goa,2018,4,Others,8098,8880194.430766659
2860,goa,2021,3,Merchant payments,2865625,2143135314.897931
2861,goa,2021,3,Peer-to-peer payments,2560305,7871092673.137299
2862,goa,2021,3,Recharge & bill payments,1017351,438838003.22982365
2863,goa,2021,3,Financial Services,8337,12943224.07382146
2864,goa,2021,3,Others,16145,12416377.597493527
2865,goa,2021,2,Merchant payments,1869384,1411529033.6650195
2866,goa,2021,2,Peer-to-peer payments,1866837,6195032351.177256
2867,goa,2021,2,Recharge & bill payments,953219,383804809.3560881
2868,goa,2021,2,Financial Services,8303,12371843.844825167
2869,goa,2021,2,Others,12392,10115549.032816991
2870,goa,2021,1,Peer-to-peer payments,2235456,7553384653.1682
2871,goa,2021,1,Merchant payments,2195509,1768358976.7158575
2872,goa,2021,1,Recharge & bill payments,880682,410604192.7268899
2873,goa,2021,1,Financial Services,8138,12207778.148638733
2874,goa,2021,1,Others,11764,12687278.26183929
2875,goa,2021,4,Merchant payments,5474662,4384250602.937038
2876,goa,2021,4,Peer-to-peer payments,4408822,13618351952.666094
2877,goa,2021,4,Recharge & bill payments,1170180,585734312.4063727
2878,goa,2021,4,Financial Services,11320,17101084.66037453
2879,goa,2021,4,Others,23775,21819163.1997744
2880,goa,2022,3,Merchant payments,7595135,5112175255.359402
2881,goa,2022,3,Peer-to-peer payments,4449008,13780955270.352726
2882,goa,2022,3,Recharge & bill payments,1122869,657115143.5357426
2883,goa,2022,3,Financial Services,9992,12650738.420843877
2884,goa,2022,3,Others,11683,11368868.03761505
2885,goa,2022,2,Merchant payments,7812998,5736211013.6866455
2886,goa,2022,2,Peer-to-peer payments,5097942,16372343177.228306
2887,goa,2022,2,Recharge & bill payments,1279377,738765635.2807853
2888,goa,2022,2,Financial Services,10666,13192736.02810038
2889,goa,2022,2,Others,15071,12525197.296362752
2890,goa,2022,1,Merchant payments,6364271,4682000388.389215
2891,goa,2022,1,Peer-to-peer payments,4640380,14449830641.555716
2892,goa,2022,1,Recharge & bill payments,1177071,646403472.1135541
2893,goa,2022,1,Financial Services,11677,17490493.19245399
2894,goa,2022,1,Others,20699,20720407.595174044
2895,goa,2022,4,Merchant payments,10319138,6739205748.43176
2896,goa,2022,4,Peer-to-peer payments,5652373,17421974714.962345
2897,goa,2022,4,Recharge & bill payments,1195865,734121700.6400625
2898,goa,2022,4,Financial Services,12147,15705663.126967767
2899,goa,2022,4,Others,13151,13978544.178016864
2900,punjab,2019,3,Peer-to-peer payments,4726946,19146726286.636036
2901,punjab,2019,3,Recharge & bill payments,3455594,2481094964.9170833
2902,punjab,2019,3,Merchant payments,2374014,1183743251.2734203
2903,punjab,2019,3,Financial Services,32359,7912219.734296376
2904,punjab,2019,3,Others,117899,86338883.28250344
2905,punjab,2019,2,Peer-to-peer payments,4140474,16258891447.321405
2906,punjab,2019,2,Recharge & bill payments,2815047,1440058991.4565237
2907,punjab,2019,2,Merchant payments,1407963,815090878.0150015
2908,punjab,2019,2,Financial Services,37435,6876144.454559349
2909,punjab,2019,2,Others,108911,93875933.52482703
2910,punjab,2019,1,Peer-to-peer payments,4026294,12027441595.712797
2911,punjab,2019,1,Recharge & bill payments,2304690,986004867.8072444
2912,punjab,2019,1,Merchant payments,711152,478382600.617519
2913,punjab,2019,1,Financial Services,45621,6871295.954710579
2914,punjab,2019,1,Others,84380,75789641.76089522
2915,punjab,2019,4,Peer-to-peer payments,6386367,25564144629.75061
2916,punjab,2019,4,Recharge & bill payments,4068332,2622222199.1884565
2917,punjab,2019,4,Merchant payments,3122413,1741259163.3677325
2918,punjab,2019,4,Financial Services,22956,6382345.429778575
2919,punjab,2019,4,Others,98557,55793908.45587015
2920,punjab,2020,3,Peer-to-peer payments,7354451,32477438924.476498
2921,punjab,2020,3,Recharge & bill payments,5478668,4066750820.6407743
2922,punjab,2020,3,Merchant payments,4261548,3490665357.291087
2923,punjab,2020,3,Financial Services,32390,42060249.32847581
2924,punjab,2020,3,Others,82516,46176796.076553434
2925,punjab,2020,2,Recharge & bill payments,6064807,3089758241.1281967
2926,punjab,2020,2,Peer-to-peer payments,5639212,25074384847.498463
2927,punjab,2020,2,Merchant payments,2290868,2058898904.3613408
2928,punjab,2020,2,Financial Services,23314,23704957.876037344
2929,punjab,2020,2,Others,63093,37907301.34960769
2930,punjab,2020,1,Peer-to-peer payments,6339183,26350005915.230072
2931,punjab,2020,1,Recharge & bill payments,4935115,2767419472.6505165
2932,punjab,2020,1,Merchant payments,3838480,2196329615.3949203
2933,punjab,2020,1,Financial Services,17924,10987850.955996178
2934,punjab,2020,1,Others,87082,49442411.668161854
2935,punjab,2020,4,Peer-to-peer payments,9609405,43286909256.83391
2936,punjab,2020,4,Merchant payments,7144295,6142380827.109474
2937,punjab,2020,4,Recharge & bill payments,6072201,4201551869.9511185
2938,punjab,2020,4,Financial Services,38820,51677182.316327386
2939,punjab,2020,4,Others,133204,92887343.34418696
2940,punjab,2018,3,Peer-to-peer payments,1684209,6173898400.559117
2941,punjab,2018,3,Recharge & bill payments,1381730,622737633.7524918
2942,punjab,2018,3,Merchant payments,274458,194883994.57571086
2943,punjab,2018,3,Financial Services,54285,9429174.53468925
2944,punjab,2018,3,Others,67426,64737840.39918464
2945,punjab,2018,2,Recharge & bill payments,1262450,395417027.849745
2946,punjab,2018,2,Peer-to-peer payments,1017159,4036457553.7177477
2947,punjab,2018,2,Merchant payments,147667,159406610.2632674
2948,punjab,2018,2,Financial Services,82256,17719391.411258094
2949,punjab,2018,2,Others,71631,75671628.7650177
2950,punjab,2018,1,Recharge & bill payments,946338,196018621.35851485
2951,punjab,2018,1,Peer-to-peer payments,690684,2412434633.5413933
2952,punjab,2018,1,Merchant payments,87477,83873893.96204324
2953,punjab,2018,1,Financial Services,60688,11162488.423236402
2954,punjab,2018,1,Others,85246,77268587.56920797
2955,punjab,2018,4,Peer-to-peer payments,2269375,9404088424.489891
2956,punjab,2018,4,Recharge & bill payments,1817964,825449591.241031
2957,punjab,2018,4,Merchant payments,648096,455091549.5918779
2958,punjab,2018,4,Financial Services,62453,11832962.875482317
2959,punjab,2018,4,Others,89249,85520045.45150709
2960,punjab,2021,3,Peer-to-peer payments,17024782,66149902036.358826
2961,punjab,2021,3,Merchant payments,16837685,14103740968.543571
2962,punjab,2021,3,Recharge & bill payments,8465739,5540272095.274853
2963,punjab,2021,3,Financial Services,43789,63576666.590925634
2964,punjab,2021,3,Others,161494,135069073.84402025
2965,punjab,2021,2,Peer-to-peer payments,13180933,55282486111.30394
2966,punjab,2021,2,Merchant payments,11225598,9710508482.436422
2967,punjab,2021,2,Recharge & bill payments,7591039,4370756868.518326
2968,punjab,2021,2,Financial Services,46218,53309051.06501615
2969,punjab,2021,2,Others,127460,113998049.29147904
2970,punjab,2021,1,Peer-to-peer payments,10951083,46908632143.31532
2971,punjab,2021,1,Merchant payments,9333364,7651004598.907397
2972,punjab,2021,1,Recharge & bill payments,6332928,3980874403.2760215
2973,punjab,2021,1,Financial Services,43094,52009482.41407214
2974,punjab,2021,1,Others,110366,98366463.19387978
2975,punjab,2021,4,Merchant payments,22669743,20753662875.546524
2976,punjab,2021,4,Peer-to-peer payments,20663881,83611403637.31992
2977,punjab,2021,4,Recharge & bill payments,8765579,6107473171.935022
2978,punjab,2021,4,Financial Services,58581,86356456.60324252
2979,punjab,2021,4,Others,201576,151230100.5948589
2980,punjab,2022,3,Merchant payments,43089589,32370885165.312702
2981,punjab,2022,3,Peer-to-peer payments,29862592,107653378074.87231
2982,punjab,2022,3,Recharge & bill payments,11017816,9119649328.792372
2983,punjab,2022,3,Financial Services,57979,68249938.53956848
2984,punjab,2022,3,Others,149921,107280498.83777893
2985,punjab,2022,2,Merchant payments,35941880,28585688543.687046
2986,punjab,2022,2,Peer-to-peer payments,25952349,100938068541.26062
2987,punjab,2022,2,Recharge & bill payments,10161030,7652499714.013335
2988,punjab,2022,2,Financial Services,50483,57234782.46271807
2989,punjab,2022,2,Others,167081,111934787.80332904
2990,punjab,2022,1,Merchant payments,25979197,23217511696.823074
2991,punjab,2022,1,Peer-to-peer payments,22354946,88645204328.52362
2992,punjab,2022,1,Recharge & bill payments,9188439,6317909908.645241
2993,punjab,2022,1,Financial Services,57561,83933665.00820544
2994,punjab,2022,1,Others,178159,125418506.96271203
2995,punjab,2022,4,Merchant payments,48358802,38162493193.40967
2996,punjab,2022,4,Peer-to-peer payments,32377106,120512767954.99376
2997,punjab,2022,4,Recharge & bill payments,10895208,9248445985.684328
2998,punjab,2022,4,Financial Services,62809,72160390.22791913
2999,punjab,2022,4,Others,141255,111559653.62333827
3000,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Recharge & bill payments,319142,104597035.07984878
3001,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Peer-to-peer payments,249944,821178569.0593253
3002,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Merchant payments,63616,30634658.237494454
3003,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Financial Services,533,425044.05141368794
3004,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Others,5516,4636167.420289769
3005,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Peer-to-peer payments,244134,734034142.8087387
3006,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Recharge & bill payments,198184,63874445.55241879
3007,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Merchant payments,40781,20816136.241969176
3008,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Financial Services,748,155149.75618074698
3009,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Others,5809,5561402.205763446
3010,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Peer-to-peer payments,408465,757657638.3173952
3011,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Recharge & bill payments,225998,62660761.88806932
3012,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Merchant payments,20694,17043867.88608146
3013,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Financial Services,1645,221064.6189234741
3014,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Others,5012,5786443.339431095
3015,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Recharge & bill payments,351819,125809568.35055912
3016,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Peer-to-peer payments,324464,1051976410.5472054
3017,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Merchant payments,86758,45361559.23824883
3018,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Financial Services,1019,267762.49056630814
3019,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Others,4911,3225961.384460643
3020,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Recharge & bill payments,455603,201223380.1868608
3021,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Peer-to-peer payments,419524,1401020928.2319155
3022,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Merchant payments,257572,143497844.49072367
3023,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Financial Services,1635,1778864.0123306382
3024,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Others,3978,2268098.077531771
3025,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Recharge & bill payments,525974,178877986.7248658
3026,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Peer-to-peer payments,323909,1052118443.3664523
3027,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Merchant payments,118801,68938500.71228051
3028,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Financial Services,1826,993268.2971840606
3029,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Others,2642,1448254.787275234
3030,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Recharge & bill payments,407577,153340696.30393675
3031,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Peer-to-peer payments,329005,1119439489.5005136
3032,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Merchant payments,137040,66713356.798143014
3033,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Financial Services,668,418783.1260904173
3034,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Others,4289,2851043.563834071
3035,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Peer-to-peer payments,666995,2153786522.547576
3036,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Merchant payments,631443,316510115.80515665
3037,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Recharge & bill payments,509971,224246669.7783347
3038,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Financial Services,2453,1683959.5099964456
3039,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Others,6929,4283833.187441602
3040,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Recharge & bill payments,157113,39790820.29359456
3041,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Peer-to-peer payments,119346,396698085.4104552
3042,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Merchant payments,7465,5693604.7441260815
3043,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Financial Services,1477,297647.89589848556
3044,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Others,4174,5159437.334100959
3045,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Recharge & bill payments,122834,30595592.007682398
3046,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Peer-to-peer payments,69215,261995613.05482048
3047,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Merchant payments,3544,4685536.036433555
3048,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Financial Services,2996,383806.08546730166
3049,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Others,4037,4410224.471747881
3050,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Recharge & bill payments,95544,17526369.5804541
3051,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Peer-to-peer payments,44599,151966933.24607396
3052,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Merchant payments,1531,1580762.779739072
3053,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Financial Services,1364,353171.5523814913
3054,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Others,5511,4231146.95056825
3055,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Peer-to-peer payments,194214,582082154.4115133
3056,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Recharge & bill payments,185793,49972030.11285484
3057,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Merchant payments,15739,19577328.03937304
3058,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Financial Services,2996,371674.6991335743
3059,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Others,5340,6747429.538011953
3060,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Merchant payments,1312241,706774071.9381688
3061,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Peer-to-peer payments,1262732,3339347400.0643554
3062,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Recharge & bill payments,544322,253199754.8745275
3063,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Financial Services,2065,2252116.636459231
3064,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Others,8110,4365759.277996017
3065,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Peer-to-peer payments,843550,2512913026.4279447
3066,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Merchant payments,802899,430487473.930562
3067,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Recharge & bill payments,471136,208762964.0120024
3068,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Financial Services,1826,1763792.6506419359
3069,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Others,5672,3741204.3977531465
3070,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Peer-to-peer payments,768921,2379220756.2230163
3071,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Merchant payments,705821,367522132.38063604
3072,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Recharge & bill payments,442926,213177144.73200977
3073,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Financial Services,2243,1930008.9716834244
3074,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Others,5333,3782868.8861592514
3075,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Merchant payments,2013673,1058989463.1650428
3076,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Peer-to-peer payments,1577168,4202291071.7106133
3077,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Recharge & bill payments,551618,294991582.16815025
3078,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Financial Services,2909,3159306.4175118254
3079,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Others,11717,6407962.869342193
3080,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Merchant payments,3777156,1705567002.0586467
3081,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Peer-to-peer payments,2086741,5382949597.510585
3082,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Recharge & bill payments,592431,425206924.5270094
3083,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Financial Services,2237,3194409.939898855
3084,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Others,7056,3729425.46329771
3085,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Merchant payments,3346697,1536859131.3374817
3086,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Peer-to-peer payments,1861799,5078832140.606572
3087,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Recharge & bill payments,539562,372921225.4254243
3088,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Financial Services,1849,2131607.7226029015
3089,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Others,9864,4415675.718757721
3090,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Merchant payments,2507246,1227972829.6970267
3091,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Peer-to-peer payments,1745454,4674787017.541661
3092,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Recharge & bill payments,538134,326296370.82357025
3093,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Financial Services,2574,2661345.5534556974
3094,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Others,9395,5330803.646676767
3095,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Merchant payments,4415771,1889046056.1988354
3096,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Peer-to-peer payments,2215052,5737539058.403507
3097,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Recharge & bill payments,548795,426040023.1105018
3098,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Financial Services,2495,3169199.262533775
3099,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Others,7472,3846409.1057498828
3100,manipur,2019,3,Recharge & bill payments,180057,36634657.049143404
3101,manipur,2019,3,Peer-to-peer payments,144965,803335616.6325192
3102,manipur,2019,3,Merchant payments,17683,20490224.443041254
3103,manipur,2019,3,Financial Services,358,367865.7884662621
3104,manipur,2019,3,Others,1945,2723638.649764262
3105,manipur,2019,2,Peer-to-peer payments,120153,679785849.1398683
3106,manipur,2019,2,Recharge & bill payments,116500,23573234.273060285
3107,manipur,2019,2,Merchant payments,18044,15996651.145700552
3108,manipur,2019,2,Financial Services,387,91955.01538259834
3109,manipur,2019,2,Others,2341,3342252.5754885403
3110,manipur,2019,1,Peer-to-peer payments,127067,619919870.7455351
3111,manipur,2019,1,Recharge & bill payments,120000,22106830.369149238
3112,manipur,2019,1,Merchant payments,15190,14580183.380707521
3113,manipur,2019,1,Financial Services,800,174777.17283837448
3114,manipur,2019,1,Others,2352,3116398.755848917
3115,manipur,2019,4,Recharge & bill payments,212136,44202546.57396081
3116,manipur,2019,4,Peer-to-peer payments,211927,1123258478.445069
3117,manipur,2019,4,Merchant payments,23094,30486780.446382143
3118,manipur,2019,4,Financial Services,548,240641.7657683481
3119,manipur,2019,4,Others,1639,2709234.857456133
3120,manipur,2020,3,Peer-to-peer payments,774786,4301284799.331292
3121,manipur,2020,3,Recharge & bill payments,464659,113190539.14969069
3122,manipur,2020,3,Merchant payments,170653,195132026.6311202
3123,manipur,2020,3,Financial Services,1878,1593035.944066228
3124,manipur,2020,3,Others,8192,4775719.8143366445
3125,manipur,2020,2,Peer-to-peer payments,533206,2980242535.075443
3126,manipur,2020,2,Recharge & bill payments,450830,107589094.29890464
3127,manipur,2020,2,Merchant payments,92110,106540409.29886684
3128,manipur,2020,2,Financial Services,1676,1457570.8004862315
3129,manipur,2020,2,Others,5246,3106603.331810386
3130,manipur,2020,1,Peer-to-peer payments,451733,2458093401.740467
3131,manipur,2020,1,Recharge & bill payments,285234,62688260.379548095
3132,manipur,2020,1,Merchant payments,78067,74202067.0664826
3133,manipur,2020,1,Financial Services,622,354184.4660589617
3134,manipur,2020,1,Others,3145,3252467.2243867153
3135,manipur,2020,4,Peer-to-peer payments,892853,5172499337.530437
3136,manipur,2020,4,Recharge & bill payments,436450,114202616.34869762
3137,manipur,2020,4,Merchant payments,289050,307902115.38207734
3138,manipur,2020,4,Financial Services,1806,2448402.9142817147
3139,manipur,2020,4,Others,7693,5172086.283260544
3140,manipur,2018,3,Peer-to-peer payments,95204,357768750.1845896
3141,manipur,2018,3,Recharge & bill payments,81323,13912990.484925149
3142,manipur,2018,3,Merchant payments,7396,9180953.977358334
3143,manipur,2018,3,Financial Services,2577,333081.6368315
3144,manipur,2018,3,Others,2758,2135468.510417797
3145,manipur,2018,2,Recharge & bill payments,77991,11541247.784420915
3146,manipur,2018,2,Peer-to-peer payments,60365,232157389.7914803
3147,manipur,2018,2,Financial Services,5992,1241901.2660397931
3148,manipur,2018,2,Merchant payments,4041,5366759.827729835
3149,manipur,2018,2,Others,3332,2902422.6498233806
3150,manipur,2018,1,Recharge & bill payments,50212,6463184.554711691
3151,manipur,2018,1,Peer-to-peer payments,26382,115495173.55796441
3152,manipur,2018,1,Financial Services,2660,412579.53985461866
3153,manipur,2018,1,Merchant payments,1614,3616475.6407912206
3154,manipur,2018,1,Others,3201,2058760.6368871084
3155,manipur,2018,4,Recharge & bill payments,113507,18898063.282383174
3156,manipur,2018,4,Peer-to-peer payments,104872,562009595.9601889
3157,manipur,2018,4,Merchant payments,13333,20685433.28430717
3158,manipur,2018,4,Financial Services,1452,307325.2437723951
3159,manipur,2018,4,Others,2946,3783141.5353601985
3160,manipur,2021,3,Peer-to-peer payments,1819423,9134806594.52819
3161,manipur,2021,3,Recharge & bill payments,1368584,367664440.53237265
3162,manipur,2021,3,Merchant payments,735707,889317377.086526
3163,manipur,2021,3,Financial Services,3460,5625517.975461649
3164,manipur,2021,3,Others,14222,9447098.78230339
3165,manipur,2021,2,Peer-to-peer payments,1372821,7041837917.785187
3166,manipur,2021,2,Recharge & bill payments,1187952,305103750.5728581
3167,manipur,2021,2,Merchant payments,510734,531484849.4914169
3168,manipur,2021,2,Financial Services,4165,4256098.232237183
3169,manipur,2021,2,Others,10603,7145346.314942012
3170,manipur,2021,1,Peer-to-peer payments,1117829,6402367883.667423
3171,manipur,2021,1,Recharge & bill payments,796590,223955812.58644393
3172,manipur,2021,1,Merchant payments,377280,433297594.1352152
3173,manipur,2021,1,Financial Services,3398,4385333.1754908115
3174,manipur,2021,1,Others,8438,6280890.914669826
3175,manipur,2021,4,Peer-to-peer payments,2199970,10998828287.529043
3176,manipur,2021,4,Recharge & bill payments,1451488,412791673.8037664
3177,manipur,2021,4,Merchant payments,1013985,1229517397.4561875
3178,manipur,2021,4,Financial Services,4671,5941100.580610943
3179,manipur,2021,4,Others,17325,11393578.842227157
3180,manipur,2022,3,Peer-to-peer payments,3127266,12927705072.13747
3181,manipur,2022,3,Merchant payments,1829741,2010460357.0881667
3182,manipur,2022,3,Recharge & bill payments,1379911,432182393.84038734
3183,manipur,2022,3,Financial Services,4524,4671353.405444902
3184,manipur,2022,3,Others,11300,6411090.828254536
3185,manipur,2022,2,Peer-to-peer payments,2843426,12704512238.809605
3186,manipur,2022,2,Merchant payments,1709547,1757831052.0706987
3187,manipur,2022,2,Recharge & bill payments,1533778,448637966.718931
3188,manipur,2022,2,Financial Services,4069,4753628.558008127
3189,manipur,2022,2,Others,14812,7175748.992065379
3190,manipur,2022,1,Peer-to-peer payments,2517626,12169368063.4095
3191,manipur,2022,1,Recharge & bill payments,1528476,469035958.34841275
3192,manipur,2022,1,Merchant payments,1247205,1489604137.2090888
3193,manipur,2022,1,Financial Services,4878,6057615.527015026
3194,manipur,2022,1,Others,15494,10435303.87979853
3195,manipur,2022,4,Peer-to-peer payments,3259645,13133729481.472115
3196,manipur,2022,4,Merchant payments,1828984,2074698993.4220653
3197,manipur,2022,4,Recharge & bill payments,1325391,406031254.0798015
3198,manipur,2022,4,Financial Services,4691,5754919.963910458
3199,manipur,2022,4,Others,9959,5742049.403589871
3200,mizoram,2019,3,Recharge & bill payments,49073,12966806.696277115
3201,mizoram,2019,3,Peer-to-peer payments,42645,257538220.22775066
3202,mizoram,2019,3,Merchant payments,5560,7397529.021326996
3203,mizoram,2019,3,Financial Services,94,72985.31151294889
3204,mizoram,2019,3,Others,722,818358.6944744462
3205,mizoram,2019,2,Peer-to-peer payments,37364,233471780.00357005
3206,mizoram,2019,2,Recharge & bill payments,31903,7823562.397702506
3207,mizoram,2019,2,Merchant payments,5646,5889316.861228463
3208,mizoram,2019,2,Financial Services,80,14455.380988399309
3209,mizoram,2019,2,Others,678,817593.4915248882
3210,mizoram,2019,1,Peer-to-peer payments,35126,204183867.4116538
3211,mizoram,2019,1,Recharge & bill payments,30327,6760113.704148788
3212,mizoram,2019,1,Merchant payments,3984,6470456.031897823
3213,mizoram,2019,1,Financial Services,133,33512.39606736117
3214,mizoram,2019,1,Others,736,712945.8536347556
3215,mizoram,2019,4,Recharge & bill payments,60511,16857122.3073061
3216,mizoram,2019,4,Peer-to-peer payments,57109,341664291.4936854
3217,mizoram,2019,4,Merchant payments,6939,9451111.139352825
3218,mizoram,2019,4,Financial Services,100,20966.3333050078
3219,mizoram,2019,4,Others,580,695859.360839114
3220,mizoram,2020,3,Recharge & bill payments,132664,40941077.032856956
3221,mizoram,2020,3,Peer-to-peer payments,99644,634560147.3506901
3222,mizoram,2020,3,Merchant payments,20934,30693648.236451425
3223,mizoram,2020,3,Financial Services,535,824864.513127287
3224,mizoram,2020,3,Others,926,924438.3714747172
3225,mizoram,2020,2,Recharge & bill payments,127592,37504550.77732091
3226,mizoram,2020,2,Peer-to-peer payments,60021,404110075.0863959
3227,mizoram,2020,2,Merchant payments,10056,14627463.664270937
3228,mizoram,2020,2,Financial Services,244,434960.2799078573
3229,mizoram,2020,2,Others,549,516383.63442262856
3230,mizoram,2020,1,Recharge & bill payments,85067,24356294.58523286
3231,mizoram,2020,1,Peer-to-peer payments,57916,356260523.23262954
3232,mizoram,2020,1,Merchant payments,9961,10404414.592504771
3233,mizoram,2020,1,Financial Services,119,283854.3188381147
3234,mizoram,2020,1,Others,546,772492.6204317764
3235,mizoram,2020,4,Peer-to-peer payments,141038,887252744.067668
3236,mizoram,2020,4,Recharge & bill payments,140297,45386403.17281592
3237,mizoram,2020,4,Merchant payments,39676,52094800.565094605
3238,mizoram,2020,4,Financial Services,607,855201.5881157237
3239,mizoram,2020,4,Others,989,932966.3002634952
3240,mizoram,2018,3,Peer-to-peer payments,18564,108783543.9098094
3241,mizoram,2018,3,Recharge & bill payments,17610,4050433.5962071815
3242,mizoram,2018,3,Merchant payments,2310,2952533.8004545765
3243,mizoram,2018,3,Financial Services,240,43891.23943201654
